# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0897-v0M1_gene_tas.txt -m 1 -s 1000
#FDR Corrected thresholds: 0.99 0.047
#MH Acceptance-Rate:	40.29%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.618083
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	6	106	32	436	0.998000	E
cds_SP5448_00010	4	102	47	554	1.000000	E
cds_SP5448_00015	2	15	7	70	0.000000	NE
cds_SP5448_00020	23	80	8	60	0.000000	NE
cds_SP5448_00025	0	56	56	565	1.000000	E
cds_SP5448_00030	120	265	8	138	0.000000	NE
cds_SP5448_00035	9	30	7	58	0.000000	NE
cds_SP5448_00040	2	30	15	146	0.001000	NE
cds_SP5448_00050	35	128	10	83	0.000000	NE
cds_SP5448_00055	3	130	84	810	1.000000	E
cds_SP5448_00060	1	55	39	343	1.000000	E
cds_SP5448_00065	7	138	60	777	1.000000	E
cds_SP5448_00070	10	156	44	478	1.000000	E
cds_SP5448_00080	62	91	4	90	0.000000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	79	186	8	125	0.000000	NE
cds_SP5448_00095	9	11	1	2	-1.000000	S
cds_SP5448_00100	3	4	1	2	-1.000000	S
cds_SP5448_00105	1	3	2	7	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	1	4	3	36	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	1	2	1	2	-1.000000	S
cds_SP5448_00130	1	3	1	2	-1.000000	S
cds_SP5448_00135	2	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	2	6	3	31	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	3	5	1	2	-1.000000	S
cds_SP5448_00165	2	2	0	0	-1.000000	S
cds_SP5448_00170	3	4	1	2	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	1	5	2	28	-1.000000	S
cds_SP5448_00185	2	87	37	431	1.000000	E
cds_SP5448_00190	4	61	33	496	1.000000	E
cds_SP5448_00195	6	65	17	183	0.001000	NE
cds_SP5448_00200	2	86	71	853	1.000000	E
cds_SP5448_00205	1	22	14	131	0.017000	NE
cds_SP5448_00210	15	48	10	237	0.001000	NE
cds_SP5448_00215	50	171	11	161	0.001000	NE
cds_SP5448_00220	43	95	5	77	0.000000	NE
cds_SP5448_00225	14	49	8	250	0.000000	NE
cds_SP5448_00230	10	29	5	33	0.000000	NE
cds_SP5448_00235	28	61	8	202	0.000000	NE
cds_SP5448_00240	46	92	5	49	0.000000	NE
cds_SP5448_00245	32	58	3	55	0.000000	NE
cds_SP5448_00250	5	17	6	144	0.000000	NE
cds_SP5448_00255	20	38	3	59	0.000000	NE
cds_SP5448_00260	93	173	6	35	0.000000	NE
cds_SP5448_00265	10	57	16	469	0.676000	U
cds_SP5448_00270	47	90	4	40	0.000000	NE
cds_SP5448_00280	8	78	17	202	0.001000	NE
cds_SP5448_00285	17	41	7	78	0.000000	NE
cds_SP5448_00290	5	38	11	121	0.001000	NE
cds_SP5448_00295	9	150	30	316	0.979000	U
cds_SP5448_00300	50	148	9	191	0.000000	NE
cds_SP5448_00305	31	67	4	42	0.000000	NE
cds_SP5448_00310	54	106	7	82	0.000000	NE
cds_SP5448_00315	1	13	11	202	0.012000	NE
cds_SP5448_00320	1	31	23	549	0.998000	E
cds_SP5448_00325	1	31	21	483	0.990000	U
cds_SP5448_00330	0	15	15	287	0.996000	E
cds_SP5448_00335	1	47	38	600	1.000000	E
cds_SP5448_00340	1	14	9	128	0.001000	NE
cds_SP5448_00345	1	20	16	299	0.969000	U
cds_SP5448_00350	1	34	18	266	0.219000	U
cds_SP5448_00355	0	27	27	409	1.000000	E
cds_SP5448_00360	0	7	7	192	0.895000	U
cds_SP5448_00365	1	22	21	243	0.997000	E
cds_SP5448_00370	0	21	21	333	0.998000	E
cds_SP5448_00375	1	22	16	231	0.218000	U
cds_SP5448_00380	1	34	22	303	0.973000	U
cds_SP5448_00385	1	10	7	135	0.061000	U
cds_SP5448_00390	2	24	14	182	0.001000	NE
cds_SP5448_00395	3	36	22	308	0.974000	U
cds_SP5448_00400	0	19	19	342	0.995000	E
cds_SP5448_00405	0	25	25	486	0.999000	E
cds_SP5448_00410	0	16	16	171	0.997000	E
cds_SP5448_00415	2	29	25	363	0.999000	E
cds_SP5448_00420	7	117	33	377	0.995000	E
cds_SP5448_00425	4	46	18	216	0.001000	NE
cds_SP5448_00430	1	15	13	169	0.944000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.998000	E
cds_SP5448_00445	0	19	19	378	0.994000	E
cds_SP5448_00450	2	67	26	367	0.985000	U
cds_SP5448_00455	0	23	23	380	0.996000	E
cds_SP5448_00465	60	91	6	117	0.000000	NE
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	79	186	8	125	0.000000	NE
cds_SP5448_00480	7	11	1	2	-1.000000	S
cds_SP5448_00485	1	3	1	2	-1.000000	S
cds_SP5448_00490	1	4	3	14	-1.000000	S
cds_SP5448_00495	0	3	3	31	-1.000000	S
cds_SP5448_00500	2	5	3	46	-1.000000	S
cds_SP5448_00505	0	2	2	49	-1.000000	S
cds_SP5448_00510	3	5	1	2	-1.000000	S
cds_SP5448_00515	2	2	0	0	-1.000000	S
cds_SP5448_00520	0	3	3	30	-1.000000	S
cds_SP5448_00525	0	5	5	55	-1.000000	S
cds_SP5448_00530	2	2	0	0	-1.000000	S
cds_SP5448_00535	0	4	4	61	-1.000000	S
cds_SP5448_00540	0	2	2	4	-1.000000	S
cds_SP5448_00545	2	12	8	96	0.008000	NE
cds_SP5448_00550	8	19	3	39	0.000000	NE
cds_SP5448_00555	9	14	1	2	0.000000	NE
cds_SP5448_00560	7	47	18	141	0.001000	NE
cds_SP5448_00565	9	42	13	178	0.001000	NE
cds_SP5448_00570	27	69	9	84	0.000000	NE
cds_SP5448_00575	10	25	5	68	0.000000	NE
cds_SP5448_00580	1	76	75	1254	1.000000	E
cds_SP5448_00585	15	170	33	439	0.993000	E
cds_SP5448_00590	5	159	56	1276	1.000000	E
cds_SP5448_00595	4	187	82	1689	1.000000	E
cds_SP5448_00600	14	29	7	99	0.000000	NE
cds_SP5448_00605	30	73	8	93	0.000000	NE
cds_SP5448_00610	39	86	9	50	0.000000	NE
cds_SP5448_00615	15	26	4	34	0.000000	NE
cds_SP5448_00620	13	33	6	67	0.000000	NE
cds_SP5448_00625	8	23	6	76	0.000000	NE
cds_SP5448_00630	26	41	4	31	0.000000	NE
cds_SP5448_00635	21	28	2	7	0.000000	NE
cds_SP5448_00640	32	58	4	68	0.000000	NE
cds_SP5448_00645	9	77	28	347	0.990000	U
cds_SP5448_00650	11	26	6	60	0.000000	NE
cds_SP5448_00655	26	50	4	44	0.000000	NE
cds_SP5448_00660	24	62	6	68	0.000000	NE
cds_SP5448_00670	15	22	3	31	0.000000	NE
cds_SP5448_00675	8	25	10	119	0.001000	NE
cds_SP5448_00680	14	28	4	79	0.000000	NE
cds_SP5448_00685	13	32	6	54	0.000000	NE
cds_SP5448_00690	19	37	5	123	0.000000	NE
cds_SP5448_00695	19	43	6	153	0.000000	NE
cds_SP5448_00700	13	49	5	104	0.000000	NE
cds_SP5448_00705	47	115	9	131	0.000000	NE
cds_SP5448_00710	99	203	6	61	0.000000	NE
cds_SP5448_00715	17	56	9	69	0.000000	NE
cds_SP5448_00720	26	85	9	80	0.000000	NE
cds_SP5448_00725	18	66	10	125	0.001000	NE
cds_SP5448_00730	29	63	4	51	0.000000	NE
cds_SP5448_00735	43	84	4	44	0.000000	NE
cds_SP5448_00740	4	10	3	43	0.000000	NE
cds_SP5448_00745	11	20	2	20	0.000000	NE
cds_SP5448_00750	33	63	4	43	0.000000	NE
cds_SP5448_00755	24	65	12	127	0.001000	NE
cds_SP5448_00760	37	97	5	64	0.000000	NE
cds_SP5448_00765	34	68	7	50	0.000000	NE
cds_SP5448_00770	32	77	6	70	0.000000	NE
cds_SP5448_00775	19	41	5	131	0.000000	NE
cds_SP5448_00780	20	48	6	80	0.000000	NE
cds_SP5448_00785	31	59	5	55	0.000000	NE
cds_SP5448_00790	15	22	2	4	0.000000	NE
cds_SP5448_00795	31	76	6	52	0.000000	NE
cds_SP5448_00800	9	27	6	101	0.000000	NE
cds_SP5448_00805	83	168	7	69	0.000000	NE
cds_SP5448_00810	14	37	6	76	0.000000	NE
cds_SP5448_00815	19	38	5	67	0.000000	NE
cds_SP5448_00820	32	75	13	168	0.001000	NE
cds_SP5448_00825	13	26	5	63	0.000000	NE
cds_SP5448_00830	41	92	6	86	0.000000	NE
cds_SP5448_00835	47	95	4	36	0.000000	NE
cds_SP5448_00840	21	42	4	40	0.000000	NE
cds_SP5448_00845	36	75	7	93	0.000000	NE
cds_SP5448_00850	31	62	4	36	0.000000	NE
cds_SP5448_00855	36	71	6	89	0.000000	NE
cds_SP5448_00860	18	57	11	245	0.001000	NE
cds_SP5448_00865	2	23	21	517	0.998000	E
cds_SP5448_00870	40	97	6	63	0.000000	NE
cds_SP5448_00875	9	54	20	192	0.001000	NE
cds_SP5448_00880	57	126	8	148	0.000000	NE
cds_SP5448_00885	20	35	3	23	0.000000	NE
cds_SP5448_00890	7	15	2	25	0.000000	NE
cds_SP5448_00900	3	11	5	40	-1.000000	S
cds_SP5448_00905	34	78	7	80	0.000000	NE
cds_SP5448_00910	4	115	65	1350	1.000000	E
cds_SP5448_00915	27	71	7	77	0.000000	NE
cds_SP5448_00920	7	17	4	54	0.000000	NE
cds_SP5448_00925	15	33	5	62	0.000000	NE
cds_SP5448_00930	8	28	8	202	0.000000	NE
cds_SP5448_00935	21	40	4	57	0.000000	NE
cds_SP5448_00940	15	32	4	69	0.000000	NE
cds_SP5448_00945	53	127	7	105	0.000000	NE
cds_SP5448_00950	33	74	10	107	0.001000	NE
cds_SP5448_00955	26	63	6	53	0.000000	NE
cds_SP5448_00960	42	106	8	135	0.000000	NE
cds_SP5448_00965	20	160	46	869	1.000000	E
cds_SP5448_00970	13	24	3	44	0.000000	NE
cds_SP5448_00975	15	34	4	44	0.000000	NE
cds_SP5448_00980	7	16	3	59	0.000000	NE
cds_SP5448_00985	58	128	7	39	0.000000	NE
cds_SP5448_00990	24	48	4	26	0.000000	NE
cds_SP5448_00995	4	8	3	93	-1.000000	S
cds_SP5448_01000	10	16	2	22	0.000000	NE
cds_SP5448_01005	27	49	3	20	0.000000	NE
cds_SP5448_01010	4	10	2	13	0.000000	NE
cds_SP5448_01015	28	76	8	75	0.000000	NE
cds_SP5448_01020	24	53	7	62	0.000000	NE
cds_SP5448_01025	31	58	6	103	0.000000	NE
cds_SP5448_01030	21	39	3	26	0.000000	NE
cds_SP5448_01035	30	74	11	233	0.001000	NE
cds_SP5448_01045	26	60	8	154	0.000000	NE
cds_SP5448_01050	5	18	6	148	0.000000	NE
cds_SP5448_01055	17	40	6	38	0.000000	NE
cds_SP5448_01060	16	45	6	68	0.000000	NE
cds_SP5448_01065	1	27	25	468	1.000000	E
cds_SP5448_01070	49	86	6	65	0.000000	NE
cds_SP5448_01075	50	80	5	68	0.000000	NE
cds_SP5448_01085	3	75	45	759	1.000000	E
cds_SP5448_01090	59	128	9	131	0.000000	NE
cds_SP5448_01095	29	46	3	36	0.000000	NE
cds_SP5448_01100	21	32	3	29	0.000000	NE
cds_SP5448_01105	2	3	1	2	-1.000000	S
cds_SP5448_01115	27	57	5	26	0.000000	NE
cds_SP5448_01120	1	58	49	698	1.000000	E
cds_SP5448_01125	3	70	35	497	1.000000	E
cds_SP5448_01130	12	35	10	135	0.001000	NE
cds_SP5448_01135	43	115	10	189	0.000000	NE
cds_SP5448_01140	31	105	12	206	0.001000	NE
cds_SP5448_01145	16	40	8	137	0.000000	NE
cds_SP5448_01150	11	26	4	24	0.000000	NE
cds_SP5448_01155	27	75	7	95	0.000000	NE
cds_SP5448_01160	3	27	15	289	0.595000	U
cds_SP5448_01165	24	50	4	48	0.000000	NE
cds_SP5448_01170	3	80	55	1033	1.000000	E
cds_SP5448_01175	65	122	6	95	0.000000	NE
cds_SP5448_01180	68	131	8	123	0.000000	NE
cds_SP5448_01185	35	61	6	52	0.000000	NE
cds_SP5448_01190	0	19	19	347	0.998000	E
cds_SP5448_01195	14	47	7	151	0.000000	NE
cds_SP5448_01200	5	48	17	265	0.056000	U
cds_SP5448_01205	1	11	10	118	-1.000000	S
cds_SP5448_01210	19	41	4	63	0.000000	NE
cds_SP5448_01215	26	67	10	169	0.001000	NE
cds_SP5448_01220	27	61	8	116	0.000000	NE
