# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0864-v0M1_gene_tas.txt -m 2 -s 1000
#FDR Corrected thresholds: 0.99 0.044
#MH Acceptance-Rate:	39.31%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.682275
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	1	106	105	1308	1.000000	E
cds_SP5448_00010	3	102	60	707	1.000000	E
cds_SP5448_00015	3	15	6	87	0.000000	NE
cds_SP5448_00020	9	80	18	219	0.002000	NE
cds_SP5448_00025	3	56	28	254	0.313000	U
cds_SP5448_00030	85	265	22	284	0.020000	NE
cds_SP5448_00035	9	30	5	43	0.000000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	33	128	10	141	0.000000	NE
cds_SP5448_00055	4	130	60	649	1.000000	E
cds_SP5448_00060	0	55	55	528	1.000000	E
cds_SP5448_00065	5	138	75	1228	1.000000	E
cds_SP5448_00070	31	156	24	323	0.523000	U
cds_SP5448_00080	61	91	3	40	0.000000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	66	186	9	112	0.000000	NE
cds_SP5448_00095	8	11	1	2	-1.000000	S
cds_SP5448_00100	2	4	1	2	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	2	2	0	0	-1.000000	S
cds_SP5448_00130	1	3	1	2	-1.000000	S
cds_SP5448_00135	2	6	3	34	-1.000000	S
cds_SP5448_00140	2	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	2	6	3	31	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	4	5	1	2	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	1	87	65	872	1.000000	E
cds_SP5448_00190	1	61	60	939	1.000000	E
cds_SP5448_00195	10	65	20	195	0.002000	NE
cds_SP5448_00200	2	86	53	584	1.000000	E
cds_SP5448_00205	2	22	14	131	0.008000	NE
cds_SP5448_00210	12	48	11	257	0.002000	NE
cds_SP5448_00215	48	171	8	135	0.000000	NE
cds_SP5448_00220	30	95	8	85	0.000000	NE
cds_SP5448_00225	15	49	8	250	0.000000	NE
cds_SP5448_00230	9	29	5	44	0.000000	NE
cds_SP5448_00235	26	61	8	202	0.000000	NE
cds_SP5448_00240	41	92	6	65	0.000000	NE
cds_SP5448_00245	29	58	4	65	0.000000	NE
cds_SP5448_00250	4	17	7	230	0.000000	NE
cds_SP5448_00255	18	38	5	120	0.000000	NE
cds_SP5448_00260	92	173	5	28	0.000000	NE
cds_SP5448_00265	14	57	7	107	0.000000	NE
cds_SP5448_00270	37	90	10	78	0.001000	NE
cds_SP5448_00280	7	78	31	308	0.966000	U
cds_SP5448_00285	18	41	7	78	0.000000	NE
cds_SP5448_00290	1	38	21	217	0.008000	NE
cds_SP5448_00295	6	150	56	599	1.000000	E
cds_SP5448_00300	35	148	14	315	0.027000	NE
cds_SP5448_00305	32	67	4	58	0.000000	NE
cds_SP5448_00310	46	106	7	82	0.000000	NE
cds_SP5448_00315	1	13	11	202	0.004000	NE
cds_SP5448_00320	0	31	31	613	0.997000	E
cds_SP5448_00325	0	31	31	613	1.000000	E
cds_SP5448_00330	0	15	15	287	0.981000	U
cds_SP5448_00335	0	47	47	828	1.000000	E
cds_SP5448_00340	0	14	14	273	0.975000	U
cds_SP5448_00345	0	20	20	333	0.991000	E
cds_SP5448_00350	0	34	34	640	0.998000	E
cds_SP5448_00355	0	27	27	409	0.996000	E
cds_SP5448_00360	0	7	7	192	0.889000	U
cds_SP5448_00365	1	22	13	126	0.001000	NE
cds_SP5448_00370	1	21	20	330	0.987000	U
cds_SP5448_00375	0	22	22	298	0.997000	E
cds_SP5448_00380	2	34	17	250	0.013000	NE
cds_SP5448_00385	0	10	10	180	0.924000	U
cds_SP5448_00390	0	24	24	393	0.994000	E
cds_SP5448_00395	2	36	24	317	0.962000	U
cds_SP5448_00400	0	19	19	342	0.983000	U
cds_SP5448_00405	0	25	25	486	0.993000	E
cds_SP5448_00410	0	16	16	171	0.983000	U
cds_SP5448_00415	1	29	27	397	0.990000	U
cds_SP5448_00420	2	117	79	947	1.000000	E
cds_SP5448_00425	4	46	19	229	0.004000	NE
