# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0864-v0M1_gene_tas.txt -m 4 -s 1000
#FDR Corrected thresholds: 0.992 0.035
#MH Acceptance-Rate:	35.35%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.774124
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	1.000000	E
cds_SP5448_00010	1	102	73	864	1.000000	E
cds_SP5448_00015	2	15	10	121	0.012000	NE
cds_SP5448_00020	6	80	26	360	0.390000	U
cds_SP5448_00025	1	56	36	363	0.955000	U
cds_SP5448_00030	67	265	22	284	0.002000	NE
cds_SP5448_00035	6	30	9	66	0.001000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	23	128	17	150	0.001000	NE
cds_SP5448_00055	1	130	115	1156	1.000000	E
cds_SP5448_00060	0	55	55	528	0.999000	E
cds_SP5448_00065	1	138	137	1943	1.000000	E
cds_SP5448_00070	20	156	27	199	0.001000	NE
cds_SP5448_00080	47	91	5	76	0.000000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	43	186	15	216	0.001000	NE
cds_SP5448_00095	5	11	3	17	-1.000000	S
cds_SP5448_00100	2	4	1	2	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	2	2	0	0	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	3	5	1	2	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	1	87	65	872	1.000000	E
cds_SP5448_00190	1	61	60	939	1.000000	E
cds_SP5448_00195	4	65	23	226	0.001000	NE
cds_SP5448_00200	2	86	53	584	0.994000	E
cds_SP5448_00205	1	22	14	131	0.004000	NE
cds_SP5448_00210	7	48	13	272	0.015000	NE
cds_SP5448_00215	33	171	15	299	0.006000	NE
cds_SP5448_00220	23	95	15	215	0.001000	NE
cds_SP5448_00225	11	49	8	250	0.000000	NE
cds_SP5448_00230	8	29	5	44	0.000000	NE
cds_SP5448_00235	19	61	9	213	0.000000	NE
cds_SP5448_00240	31	92	6	65	0.000000	NE
cds_SP5448_00245	24	58	4	65	0.000000	NE
cds_SP5448_00250	3	17	7	230	0.000000	NE
cds_SP5448_00255	16	38	8	263	0.003000	NE
cds_SP5448_00260	74	173	9	105	0.000000	NE
cds_SP5448_00265	8	57	13	155	0.001000	NE
cds_SP5448_00270	21	90	15	112	0.001000	NE
cds_SP5448_00280	5	78	32	325	0.689000	U
cds_SP5448_00285	15	41	14	183	0.001000	NE
cds_SP5448_00290	1	38	21	217	0.003000	NE
cds_SP5448_00295	3	150	130	1520	1.000000	E
cds_SP5448_00300	23	148	24	433	0.117000	U
cds_SP5448_00305	18	67	12	141	0.001000	NE
cds_SP5448_00310	42	106	7	83	0.000000	NE
cds_SP5448_00315	0	13	13	288	0.935000	U
cds_SP5448_00320	0	31	31	613	0.972000	U
cds_SP5448_00325	0	31	31	613	0.956000	U
cds_SP5448_00330	0	15	15	287	0.949000	U
cds_SP5448_00335	0	47	47	828	0.999000	E
cds_SP5448_00340	0	14	14	273	0.949000	U
cds_SP5448_00345	0	20	20	333	0.939000	U
cds_SP5448_00350	0	34	34	640	0.979000	U
cds_SP5448_00355	0	27	27	409	0.942000	U
cds_SP5448_00360	0	7	7	192	0.895000	U
cds_SP5448_00365	0	22	22	252	0.987000	U
cds_SP5448_00370	1	21	20	330	0.932000	U
cds_SP5448_00375	0	22	22	298	0.977000	U
cds_SP5448_00380	1	34	22	303	0.554000	U
cds_SP5448_00385	0	10	10	180	0.918000	U
cds_SP5448_00390	0	24	24	393	0.944000	U
cds_SP5448_00395	0	36	36	528	0.985000	U
cds_SP5448_00400	0	19	19	342	0.912000	U
cds_SP5448_00405	0	25	25	486	0.912000	U
cds_SP5448_00410	0	16	16	171	0.953000	U
cds_SP5448_00415	1	29	27	397	0.946000	U
cds_SP5448_00420	0	117	117	1297	1.000000	E
cds_SP5448_00425	2	46	19	229	0.003000	NE
cds_SP5448_00430	0	15	15	181	0.946000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.945000	U
cds_SP5448_00445	0	19	19	378	0.867000	U
cds_SP5448_00450	1	67	52	714	0.996000	E
cds_SP5448_00455	0	23	23	380	0.923000	U
cds_SP5448_00465	46	91	5	76	0.000000	NE
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	44	186	14	231	0.001000	NE
cds_SP5448_00480	6	11	1	2	-1.000000	S
cds_SP5448_00485	0	3	3	59	-1.000000	S
cds_SP5448_00490	1	4	3	14	-1.000000	S
cds_SP5448_00495	0	3	3	31	-1.000000	S
cds_SP5448_00500	0	5	5	55	-1.000000	S
cds_SP5448_00505	0	2	2	49	-1.000000	S
cds_SP5448_00510	3	5	1	2	-1.000000	S
cds_SP5448_00515	1	2	1	2	-1.000000	S
cds_SP5448_00520	0	3	3	30	-1.000000	S
cds_SP5448_00525	0	5	5	55	-1.000000	S
cds_SP5448_00530	0	2	2	56	-1.000000	S
cds_SP5448_00535	0	4	4	61	-1.000000	S
cds_SP5448_00540	0	2	2	4	-1.000000	S
cds_SP5448_00545	1	12	10	114	0.049000	U
cds_SP5448_00550	7	19	4	68	0.000000	NE
cds_SP5448_00555	5	14	5	99	0.000000	NE
cds_SP5448_00560	7	47	19	205	0.002000	NE
cds_SP5448_00565	8	42	14	310	0.149000	U
cds_SP5448_00570	12	69	11	155	0.001000	NE
cds_SP5448_00575	6	25	8	125	0.001000	NE
cds_SP5448_00580	1	76	75	1254	1.000000	E
cds_SP5448_00585	22	170	20	200	0.001000	NE
cds_SP5448_00590	1	159	157	3415	1.000000	E
cds_SP5448_00595	2	187	111	2096	1.000000	E
cds_SP5448_00600	8	29	14	191	0.001000	NE
cds_SP5448_00605	17	73	11	133	0.001000	NE
cds_SP5448_00610	21	86	19	148	0.001000	NE
cds_SP5448_00615	7	26	6	65	0.000000	NE
cds_SP5448_00620	4	33	9	110	0.001000	NE
cds_SP5448_00625	5	23	13	140	0.002000	NE
cds_SP5448_00630	19	41	7	75	0.000000	NE
cds_SP5448_00635	14	28	4	43	0.000000	NE
cds_SP5448_00640	27	58	8	109	0.000000	NE
cds_SP5448_00645	2	77	63	880	1.000000	E
cds_SP5448_00650	7	26	4	46	0.000000	NE
cds_SP5448_00655	17	50	8	94	0.000000	NE
cds_SP5448_00660	11	62	23	320	0.295000	U
cds_SP5448_00670	11	22	3	31	0.000000	NE
cds_SP5448_00675	5	25	10	119	0.001000	NE
cds_SP5448_00680	10	28	4	79	0.000000	NE
cds_SP5448_00685	9	32	12	155	0.001000	NE
cds_SP5448_00690	10	37	9	117	0.001000	NE
cds_SP5448_00695	10	43	8	83	0.000000	NE
cds_SP5448_00700	5	49	16	303	0.096000	U
cds_SP5448_00705	28	115	12	154	0.001000	NE
cds_SP5448_00710	65	203	10	89	0.000000	NE
cds_SP5448_00715	9	56	14	156	0.001000	NE
cds_SP5448_00720	19	85	19	194	0.001000	NE
cds_SP5448_00725	9	66	21	232	0.001000	NE
cds_SP5448_00730	16	63	8	89	0.000000	NE
cds_SP5448_00735	27	84	14	224	0.001000	NE
cds_SP5448_00740	1	10	7	96	0.006000	NE
cds_SP5448_00745	10	20	2	27	0.000000	NE
cds_SP5448_00750	21	63	9	122	0.000000	NE
cds_SP5448_00755	16	65	10	107	0.001000	NE
cds_SP5448_00760	22	97	11	102	0.001000	NE
cds_SP5448_00765	22	68	10	159	0.001000	NE
cds_SP5448_00770	19	77	11	158	0.001000	NE
cds_SP5448_00775	15	41	6	140	0.000000	NE
cds_SP5448_00780	11	48	7	96	0.000000	NE
cds_SP5448_00785	22	59	7	76	0.000000	NE
cds_SP5448_00790	8	22	5	68	0.000000	NE
cds_SP5448_00795	21	76	11	169	0.001000	NE
cds_SP5448_00800	7	27	6	101	0.000000	NE
cds_SP5448_00805	49	168	10	86	0.000000	NE
cds_SP5448_00810	7	37	9	92	0.001000	NE
cds_SP5448_00815	10	38	6	57	0.000000	NE
cds_SP5448_00820	23	75	10	132	0.001000	NE
cds_SP5448_00825	10	26	6	78	0.000000	NE
cds_SP5448_00830	27	92	13	254	0.001000	NE
cds_SP5448_00835	35	95	5	88	0.000000	NE
cds_SP5448_00840	11	42	7	96	0.000000	NE
cds_SP5448_00845	20	75	10	147	0.001000	NE
cds_SP5448_00850	16	62	7	98	0.000000	NE
cds_SP5448_00855	21	71	10	179	0.001000	NE
cds_SP5448_00860	12	57	14	274	0.006000	NE
cds_SP5448_00865	2	23	21	517	0.817000	U
cds_SP5448_00870	29	97	13	161	0.001000	NE
cds_SP5448_00875	12	54	20	192	0.001000	NE
cds_SP5448_00880	37	126	10	140	0.000000	NE
cds_SP5448_00885	8	35	10	103	0.001000	NE
cds_SP5448_00890	5	15	4	83	0.000000	NE
cds_SP5448_00900	1	11	6	56	-1.000000	S
cds_SP5448_00905	20	78	9	80	0.000000	NE
cds_SP5448_00910	0	115	115	2492	1.000000	E
cds_SP5448_00915	22	71	11	233	0.001000	NE
cds_SP5448_00920	6	17	4	54	0.000000	NE
cds_SP5448_00925	7	33	5	34	0.000000	NE
cds_SP5448_00930	5	28	15	420	0.333000	U
cds_SP5448_00935	14	40	8	147	0.000000	NE
cds_SP5448_00940	8	32	12	306	0.105000	U
cds_SP5448_00945	38	127	10	112	0.000000	NE
cds_SP5448_00950	16	74	11	96	0.001000	NE
cds_SP5448_00955	14	63	9	97	0.000000	NE
cds_SP5448_00960	26	106	15	192	0.001000	NE
cds_SP5448_00965	9	160	49	941	0.989000	U
cds_SP5448_00970	6	24	6	67	0.000000	NE
cds_SP5448_00975	7	34	8	77	0.000000	NE
cds_SP5448_00980	6	16	4	74	0.000000	NE
