# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0864-v0M1_gene_tas.txt -m 1 -s 1000
#FDR Corrected thresholds: 0.992 0.045
#MH Acceptance-Rate:	39.93%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.604928
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	5	106	43	518	1.000000	E
cds_SP5448_00010	7	102	30	374	0.995000	E
cds_SP5448_00015	3	15	6	87	0.000000	NE
cds_SP5448_00020	18	80	9	123	0.000000	NE
cds_SP5448_00025	3	56	28	254	0.766000	U
cds_SP5448_00030	112	265	9	108	0.000000	NE
cds_SP5448_00035	9	30	5	43	0.000000	NE
cds_SP5448_00040	2	30	15	146	0.001000	NE
cds_SP5448_00050	51	128	8	50	0.000000	NE
cds_SP5448_00055	10	130	31	367	0.997000	E
cds_SP5448_00060	0	55	55	528	1.000000	E
cds_SP5448_00065	7	138	75	1228	1.000000	E
cds_SP5448_00070	53	156	13	136	0.001000	NE
cds_SP5448_00080	64	91	3	40	0.000000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	98	186	7	81	0.000000	NE
cds_SP5448_00095	9	11	1	2	-1.000000	S
cds_SP5448_00100	2	4	1	2	-1.000000	S
cds_SP5448_00105	1	3	2	9	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	2	2	0	0	-1.000000	S
cds_SP5448_00130	1	3	1	2	-1.000000	S
cds_SP5448_00135	3	6	3	34	-1.000000	S
cds_SP5448_00140	3	3	0	0	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	2	6	3	31	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	4	5	1	2	-1.000000	S
cds_SP5448_00165	2	2	0	0	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	1	5	4	45	-1.000000	S
cds_SP5448_00185	2	87	40	487	1.000000	E
cds_SP5448_00190	4	61	31	440	1.000000	E
cds_SP5448_00195	16	65	20	195	0.001000	NE
cds_SP5448_00200	4	86	34	380	0.999000	E
cds_SP5448_00205	2	22	14	131	0.022000	NE
cds_SP5448_00210	17	48	5	137	0.000000	NE
cds_SP5448_00215	58	171	8	135	0.000000	NE
cds_SP5448_00220	40	95	5	49	0.000000	NE
cds_SP5448_00225	20	49	6	132	0.000000	NE
cds_SP5448_00230	12	29	4	40	0.000000	NE
cds_SP5448_00235	32	61	8	202	0.000000	NE
cds_SP5448_00240	46	92	6	65	0.000000	NE
