# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0872-v0M1_gene_tas.txt -m 4 -s 1000
#FDR Corrected thresholds: 0.989 0.038
#MH Acceptance-Rate:	38.01%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.725577
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	1.000000	E
cds_SP5448_00010	2	102	58	566	1.000000	E
cds_SP5448_00015	1	15	14	174	0.912000	U
cds_SP5448_00020	8	80	23	335	0.509000	U
cds_SP5448_00025	0	56	56	565	1.000000	E
cds_SP5448_00030	80	265	20	273	0.003000	NE
cds_SP5448_00035	7	30	5	43	0.000000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	23	128	11	120	0.001000	NE
cds_SP5448_00055	0	130	130	1266	1.000000	E
cds_SP5448_00060	0	55	55	528	1.000000	E
cds_SP5448_00065	3	138	130	1863	1.000000	E
cds_SP5448_00070	8	156	47	362	0.997000	E
cds_SP5448_00080	48	91	10	191	0.001000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	44	186	20	292	0.013000	NE
cds_SP5448_00095	6	11	2	10	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	1	2	1	2	-1.000000	S
cds_SP5448_00130	1	3	1	2	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	2	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	1.000000	E
cds_SP5448_00190	1	61	60	939	1.000000	E
cds_SP5448_00195	3	65	44	434	0.998000	E
cds_SP5448_00200	0	86	86	991	1.000000	E
cds_SP5448_00205	1	22	14	131	0.005000	NE
cds_SP5448_00210	7	48	15	350	0.289000	U
cds_SP5448_00215	29	171	19	331	0.042000	U
cds_SP5448_00220	28	95	15	215	0.001000	NE
cds_SP5448_00225	14	49	6	87	0.000000	NE
cds_SP5448_00230	8	29	7	157	0.000000	NE
cds_SP5448_00235	24	61	9	213	0.000000	NE
cds_SP5448_00240	31	92	6	65	0.000000	NE
cds_SP5448_00245	27	58	5	93	0.000000	NE
cds_SP5448_00250	4	17	7	230	0.000000	NE
cds_SP5448_00255	17	38	8	263	0.002000	NE
cds_SP5448_00260	66	173	7	60	0.000000	NE
cds_SP5448_00265	4	57	20	552	0.468000	U
cds_SP5448_00270	27	90	10	80	0.001000	NE
cds_SP5448_00280	2	78	40	434	0.994000	E
cds_SP5448_00285	14	41	8	83	0.000000	NE
