# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0883-v0M1_gene_tas.txt -m 8 -s 1000
#FDR Corrected thresholds: 0.993 0.033
#MH Acceptance-Rate:	34.06%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.802213
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	1.000000	E
cds_SP5448_00010	0	102	102	1119	1.000000	E
cds_SP5448_00015	0	15	15	183	0.937000	U
cds_SP5448_00020	6	80	25	311	0.181000	U
cds_SP5448_00025	0	56	56	565	0.998000	E
cds_SP5448_00030	49	265	22	284	0.003000	NE
cds_SP5448_00035	4	30	9	76	0.001000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	13	128	30	314	0.243000	U
cds_SP5448_00055	0	130	130	1266	1.000000	E
cds_SP5448_00060	0	55	55	528	0.998000	E
cds_SP5448_00065	1	138	130	1863	1.000000	E
cds_SP5448_00070	1	156	84	853	1.000000	E
cds_SP5448_00080	37	91	11	202	0.001000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	37	186	16	223	0.001000	NE
cds_SP5448_00095	4	11	3	17	-1.000000	S
cds_SP5448_00100	2	4	1	2	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	2	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	1	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	1.000000	E
cds_SP5448_00190	0	61	61	956	0.998000	E
cds_SP5448_00195	1	65	51	564	0.984000	U
cds_SP5448_00200	1	86	64	688	0.997000	E
cds_SP5448_00205	1	22	14	131	0.007000	NE
cds_SP5448_00210	4	48	14	317	0.114000	U
cds_SP5448_00215	22	171	24	464	0.037000	U
cds_SP5448_00220	20	95	15	215	0.001000	NE
cds_SP5448_00225	12	49	8	250	0.000000	NE
cds_SP5448_00230	6	29	8	176	0.000000	NE
cds_SP5448_00235	16	61	15	311	0.048000	U
cds_SP5448_00240	25	92	10	128	0.001000	NE
cds_SP5448_00245	15	58	13	269	0.004000	NE
cds_SP5448_00250	2	17	8	277	0.030000	NE
cds_SP5448_00255	18	38	5	120	0.000000	NE
cds_SP5448_00260	46	173	17	130	0.001000	NE
cds_SP5448_00265	5	57	20	552	0.211000	U
cds_SP5448_00270	21	90	13	101	0.001000	NE
cds_SP5448_00280	1	78	53	634	0.985000	U
cds_SP5448_00285	15	41	6	36	0.000000	NE
cds_SP5448_00290	1	38	21	217	0.001000	NE
cds_SP5448_00295	3	150	85	1014	1.000000	E
cds_SP5448_00300	18	148	25	354	0.058000	U
cds_SP5448_00305	15	67	12	141	0.001000	NE
cds_SP5448_00310	37	106	10	102	0.000000	NE
cds_SP5448_00315	0	13	13	288	0.916000	U
cds_SP5448_00320	0	31	31	613	0.926000	U
cds_SP5448_00325	0	31	31	613	0.913000	U
cds_SP5448_00330	0	15	15	287	0.947000	U
cds_SP5448_00335	0	47	47	828	0.993000	U
cds_SP5448_00340	0	14	14	273	0.960000	U
cds_SP5448_00345	0	20	20	333	0.937000	U
cds_SP5448_00350	0	34	34	640	0.950000	U
cds_SP5448_00355	0	27	27	409	0.924000	U
cds_SP5448_00360	0	7	7	192	0.905000	U
cds_SP5448_00365	0	22	22	252	0.970000	U
cds_SP5448_00370	0	21	21	333	0.933000	U
cds_SP5448_00375	0	22	22	298	0.964000	U
cds_SP5448_00380	1	34	22	303	0.441000	U
cds_SP5448_00385	0	10	10	180	0.901000	U
cds_SP5448_00390	0	24	24	393	0.883000	U
cds_SP5448_00395	0	36	36	528	0.967000	U
cds_SP5448_00400	0	19	19	342	0.897000	U
cds_SP5448_00405	0	25	25	486	0.831000	U
cds_SP5448_00410	0	16	16	171	0.935000	U
cds_SP5448_00415	0	29	29	424	0.928000	U
cds_SP5448_00420	0	117	117	1297	1.000000	E
cds_SP5448_00425	2	46	19	229	0.001000	NE
cds_SP5448_00430	0	15	15	181	0.941000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.918000	U
cds_SP5448_00445	0	19	19	378	0.816000	U
cds_SP5448_00450	0	67	67	919	0.999000	E
cds_SP5448_00455	0	23	23	380	0.886000	U
cds_SP5448_00465	37	91	6	87	0.000000	NE
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	43	186	13	194	0.001000	NE
