# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0886-v0M1_gene_tas.txt -m 1 -s 1000
#FDR Corrected thresholds: 0.999 0.048
#MH Acceptance-Rate:	38.85%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.611662
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	21	106	16	160	0.001000	NE
cds_SP5448_00010	15	102	20	199	0.001000	NE
cds_SP5448_00015	3	15	9	74	0.001000	NE
cds_SP5448_00020	22	80	8	108	0.000000	NE
cds_SP5448_00025	8	56	13	59	0.001000	NE
cds_SP5448_00030	128	265	8	131	0.000000	NE
cds_SP5448_00035	13	30	4	38	0.000000	NE
cds_SP5448_00040	5	30	11	125	0.001000	NE
cds_SP5448_00050	62	128	5	59	0.000000	NE
cds_SP5448_00055	24	130	18	243	0.001000	NE
cds_SP5448_00060	7	55	13	128	0.001000	NE
cds_SP5448_00065	31	138	12	153	0.001000	NE
cds_SP5448_00070	34	156	34	243	0.001000	NE
cds_SP5448_00080	61	91	5	76	0.000000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	85	186	7	93	0.000000	NE
cds_SP5448_00095	7	11	1	2	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	2	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	2	6	4	45	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	3	5	1	2	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
