# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0884-v0M1_gene_tas.txt -m 4 -s 1000
#FDR Corrected thresholds: 0.99 0.037
#MH Acceptance-Rate:	37.80%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.726866
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	2	106	95	1178	1.000000	E
cds_SP5448_00010	1	102	84	928	1.000000	E
cds_SP5448_00015	1	15	14	174	0.900000	U
cds_SP5448_00020	8	80	14	186	0.001000	NE
cds_SP5448_00025	0	56	56	565	1.000000	E
cds_SP5448_00030	76	265	18	199	0.001000	NE
cds_SP5448_00035	4	30	17	150	0.001000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	24	128	13	154	0.001000	NE
cds_SP5448_00055	2	130	93	844	1.000000	E
cds_SP5448_00060	0	55	55	528	1.000000	E
cds_SP5448_00065	2	138	130	1863	1.000000	E
cds_SP5448_00070	11	156	47	362	0.995000	E
cds_SP5448_00080	51	91	10	145	0.001000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	60	186	12	173	0.001000	NE
cds_SP5448_00095	6	11	2	10	-1.000000	S
cds_SP5448_00100	2	4	1	2	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	2	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	2	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	1	87	86	1171	1.000000	E
cds_SP5448_00190	2	61	42	639	0.999000	E
cds_SP5448_00195	2	65	35	482	0.986000	U
cds_SP5448_00200	1	86	64	688	1.000000	E
cds_SP5448_00205	2	22	14	131	0.003000	NE
cds_SP5448_00210	11	48	10	237	0.002000	NE
cds_SP5448_00215	31	171	15	299	0.012000	NE
cds_SP5448_00220	26	95	12	177	0.001000	NE
cds_SP5448_00225	10	49	8	250	0.000000	NE
cds_SP5448_00230	9	29	5	44	0.000000	NE
cds_SP5448_00235	18	61	9	282	0.008000	NE
cds_SP5448_00240	33	92	6	65	0.000000	NE
cds_SP5448_00245	21	58	7	132	0.000000	NE
cds_SP5448_00250	3	17	7	230	0.000000	NE
cds_SP5448_00255	16	38	8	263	0.001000	NE
cds_SP5448_00260	66	173	8	47	0.000000	NE
cds_SP5448_00265	6	57	20	552	0.474000	U
cds_SP5448_00270	30	90	12	93	0.001000	NE
