# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0911-v0M1_gene_tas.txt -m 2 -s 1000
#FDR Corrected thresholds: 0.999 0.008
#MH Acceptance-Rate:	18.49%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.940233
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	3	106	55	621	0.072000	U
cds_SP5448_00010	3	102	50	611	0.145000	U
cds_SP5448_00015	0	15	15	183	0.967000	U
cds_SP5448_00020	0	80	80	1108	0.340000	U
cds_SP5448_00025	1	56	32	337	0.351000	U
cds_SP5448_00030	8	265	127	1764	0.047000	U
cds_SP5448_00035	3	30	12	104	0.001000	NE
cds_SP5448_00040	1	30	23	241	0.007000	NE
cds_SP5448_00050	3	128	64	695	0.071000	U
cds_SP5448_00055	3	130	75	815	0.044000	U
cds_SP5448_00060	0	55	55	528	0.337000	U
cds_SP5448_00065	2	138	91	1168	0.068000	U
cds_SP5448_00070	8	156	46	504	0.066000	U
cds_SP5448_00080	10	91	17	318	0.170000	U
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	11	186	55	919	0.111000	U
cds_SP5448_00095	0	11	11	113	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	59	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	1	3	1	2	-1.000000	S
cds_SP5448_00135	0	6	6	60	-1.000000	S
cds_SP5448_00140	0	3	3	20	-1.000000	S
cds_SP5448_00145	1	4	3	31	-1.000000	S
cds_SP5448_00150	0	6	6	69	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	0	5	5	60	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	1	87	84	1161	0.267000	U
cds_SP5448_00190	4	61	25	348	0.213000	U
cds_SP5448_00195	0	65	65	751	0.220000	U
cds_SP5448_00200	6	86	42	538	0.154000	U
cds_SP5448_00205	0	22	22	210	0.953000	U
cds_SP5448_00210	0	48	48	699	0.437000	U
cds_SP5448_00215	1	171	156	3374	1.000000	E
cds_SP5448_00220	6	95	31	463	0.153000	U
cds_SP5448_00225	1	49	29	502	0.296000	U
cds_SP5448_00230	0	29	29	528	0.672000	U
cds_SP5448_00235	5	61	31	699	0.291000	U
cds_SP5448_00240	1	92	85	1059	0.126000	U
cds_SP5448_00245	5	58	33	788	0.513000	U
cds_SP5448_00250	0	17	17	477	0.751000	U
cds_SP5448_00255	3	38	29	808	0.664000	U
cds_SP5448_00260	9	173	50	557	0.057000	U
cds_SP5448_00265	1	57	30	504	0.211000	U
cds_SP5448_00270	6	90	48	397	0.088000	U
cds_SP5448_00280	1	78	56	697	0.202000	U
cds_SP5448_00285	1	41	36	374	0.559000	U
cds_SP5448_00290	1	38	27	276	0.150000	U
cds_SP5448_00295	4	150	49	545	0.058000	U
cds_SP5448_00300	0	148	148	2624	0.999000	U
cds_SP5448_00305	6	67	28	471	0.258000	U
cds_SP5448_00310	11	106	33	378	0.099000	U
cds_SP5448_00315	0	13	13	288	0.974000	U
cds_SP5448_00320	1	31	30	610	0.634000	U
cds_SP5448_00325	0	31	31	613	0.624000	U
cds_SP5448_00330	0	15	15	287	0.964000	U
cds_SP5448_00335	0	47	47	828	0.595000	U
cds_SP5448_00340	1	14	13	267	0.942000	U
cds_SP5448_00345	0	20	20	333	0.899000	U
cds_SP5448_00350	0	34	34	640	0.606000	U
cds_SP5448_00355	0	27	27	409	0.764000	U
cds_SP5448_00360	0	7	7	192	0.983000	U
cds_SP5448_00365	0	22	22	252	0.958000	U
cds_SP5448_00370	0	21	21	333	0.902000	U
cds_SP5448_00375	0	22	22	298	0.947000	U
cds_SP5448_00380	3	34	19	287	0.171000	U
cds_SP5448_00385	0	10	10	180	0.965000	U
cds_SP5448_00390	1	24	14	187	0.001000	NE
cds_SP5448_00395	0	36	36	528	0.566000	U
cds_SP5448_00400	0	19	19	342	0.877000	U
cds_SP5448_00405	0	25	25	486	0.696000	U
cds_SP5448_00410	0	16	16	171	0.961000	U
cds_SP5448_00415	0	29	29	424	0.730000	U
cds_SP5448_00420	0	117	117	1297	0.012000	U
cds_SP5448_00425	0	46	46	628	0.462000	U
cds_SP5448_00430	0	15	15	181	0.965000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.825000	U
cds_SP5448_00445	0	19	19	378	0.826000	U
cds_SP5448_00450	0	67	67	919	0.354000	U
cds_SP5448_00455	0	23	23	380	0.779000	U
cds_SP5448_00465	10	91	17	318	0.147000	U
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	10	186	46	710	0.066000	U
cds_SP5448_00480	0	11	11	113	-1.000000	S
cds_SP5448_00485	0	3	3	59	-1.000000	S
cds_SP5448_00490	0	4	4	19	-1.000000	S
cds_SP5448_00495	0	3	3	31	-1.000000	S
cds_SP5448_00500	0	5	5	55	-1.000000	S
cds_SP5448_00505	0	2	2	49	-1.000000	S
cds_SP5448_00510	0	5	5	60	-1.000000	S
cds_SP5448_00515	1	2	1	2	-1.000000	S
cds_SP5448_00520	0	3	3	30	-1.000000	S
cds_SP5448_00525	0	5	5	55	-1.000000	S
cds_SP5448_00530	0	2	2	56	-1.000000	S
cds_SP5448_00535	0	4	4	61	-1.000000	S
cds_SP5448_00540	0	2	2	4	-1.000000	S
cds_SP5448_00545	0	12	12	164	0.959000	U
cds_SP5448_00550	1	19	14	195	0.008000	U
cds_SP5448_00555	0	14	14	222	0.966000	U
cds_SP5448_00560	2	47	30	304	0.419000	U
cds_SP5448_00565	2	42	20	286	0.077000	U
cds_SP5448_00570	0	69	69	805	0.249000	U
cds_SP5448_00575	0	25	25	384	0.798000	U
cds_SP5448_00580	1	76	64	1140	0.649000	U
cds_SP5448_00585	3	170	80	1191	0.163000	U
cds_SP5448_00590	2	159	123	2783	1.000000	E
cds_SP5448_00595	1	187	95	1863	0.968000	U
cds_SP5448_00600	0	29	29	362	0.791000	U
cds_SP5448_00605	1	73	43	533	0.194000	U
cds_SP5448_00610	3	86	63	722	0.154000	U
cds_SP5448_00615	1	26	22	279	0.520000	U
cds_SP5448_00620	3	33	15	195	0.001000	NE
cds_SP5448_00625	0	23	23	237	0.956000	U
cds_SP5448_00630	2	41	29	288	0.238000	U
cds_SP5448_00635	1	28	26	276	0.880000	U
cds_SP5448_00640	6	58	22	326	0.198000	U
cds_SP5448_00645	3	77	37	566	0.207000	U
cds_SP5448_00650	1	26	15	178	0.002000	NE
cds_SP5448_00655	4	50	16	249	0.006000	NE
cds_SP5448_00660	3	62	42	681	0.314000	U
cds_SP5448_00670	1	22	14	157	0.001000	NE
cds_SP5448_00675	1	25	18	212	0.002000	NE
