# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0911-v0M1_gene_tas.txt -m 1 -s 1000
#FDR Corrected thresholds: 0.999 0.026
#MH Acceptance-Rate:	22.11%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.904871
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	9	106	28	251	0.001000	NE
cds_SP5448_00010	4	102	45	443	0.013000	NE
cds_SP5448_00015	1	15	9	109	0.005000	NE
cds_SP5448_00020	2	80	44	674	0.163000	U
cds_SP5448_00025	4	56	24	228	0.001000	NE
cds_SP5448_00030	17	265	43	581	0.005000	NE
cds_SP5448_00035	3	30	12	104	0.001000	NE
cds_SP5448_00040	1	30	23	241	0.006000	NE
cds_SP5448_00050	5	128	36	354	0.020000	NE
cds_SP5448_00055	6	130	57	611	0.012000	NE
cds_SP5448_00060	0	55	55	528	0.023000	NE
cds_SP5448_00065	3	138	59	869	0.052000	U
cds_SP5448_00070	18	156	31	327	0.014000	NE
cds_SP5448_00080	15	91	17	318	0.083000	U
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	17	186	46	710	0.033000	U
cds_SP5448_00095	0	11	11	113	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	59	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	1	3	1	2	-1.000000	S
cds_SP5448_00135	0	6	6	60	-1.000000	S
cds_SP5448_00140	0	3	3	20	-1.000000	S
cds_SP5448_00145	1	4	3	31	-1.000000	S
cds_SP5448_00150	0	6	6	69	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	0	5	5	60	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	4	87	44	536	0.038000	U
cds_SP5448_00190	5	61	23	340	0.111000	U
cds_SP5448_00195	5	65	16	119	0.001000	NE
cds_SP5448_00200	7	86	40	518	0.058000	U
cds_SP5448_00205	1	22	14	131	0.003000	NE
cds_SP5448_00210	1	48	34	467	0.200000	U
cds_SP5448_00215	5	171	81	1943	1.000000	E
cds_SP5448_00220	8	95	31	463	0.067000	U
cds_SP5448_00225	3	49	20	375	0.177000	U
cds_SP5448_00230	1	29	27	486	0.534000	U
cds_SP5448_00235	6	61	20	437	0.122000	U
cds_SP5448_00240	5	92	47	601	0.032000	U
cds_SP5448_00245	6	58	22	558	0.319000	U
cds_SP5448_00250	1	17	16	418	0.683000	U
cds_SP5448_00255	3	38	29	808	0.933000	U
cds_SP5448_00260	21	173	25	281	0.005000	NE
cds_SP5448_00265	3	57	26	702	0.671000	U
cds_SP5448_00270	8	90	33	294	0.009000	NE
cds_SP5448_00280	3	78	48	576	0.041000	U
cds_SP5448_00285	1	41	36	374	0.226000	U
cds_SP5448_00290	3	38	15	140	0.001000	NE
cds_SP5448_00295	8	150	37	379	0.009000	NE
cds_SP5448_00300	5	148	74	1367	0.964000	U
cds_SP5448_00305	9	67	28	471	0.138000	U
cds_SP5448_00310	17	106	17	190	0.001000	NE
cds_SP5448_00315	0	13	13	288	0.931000	U
cds_SP5448_00320	2	31	29	606	0.729000	U
cds_SP5448_00325	1	31	21	483	0.549000	U
cds_SP5448_00330	0	15	15	287	0.920000	U
cds_SP5448_00335	0	47	47	828	0.745000	U
cds_SP5448_00340	2	14	9	128	0.001000	NE
cds_SP5448_00345	0	20	20	333	0.833000	U
cds_SP5448_00350	0	34	34	640	0.677000	U
cds_SP5448_00355	0	27	27	409	0.569000	U
cds_SP5448_00360	0	7	7	192	0.945000	U
cds_SP5448_00365	0	22	22	252	0.901000	U
cds_SP5448_00370	0	21	21	333	0.815000	U
cds_SP5448_00375	2	22	10	128	0.001000	NE
cds_SP5448_00380	4	34	19	287	0.084000	U
cds_SP5448_00385	0	10	10	180	0.917000	U
cds_SP5448_00390	2	24	14	187	0.001000	NE
cds_SP5448_00395	1	36	33	514	0.466000	U
cds_SP5448_00400	0	19	19	342	0.819000	U
cds_SP5448_00405	1	25	17	321	0.382000	U
cds_SP5448_00410	1	16	15	165	0.821000	U
cds_SP5448_00415	1	29	27	397	0.509000	U
cds_SP5448_00420	2	117	70	759	0.004000	NE
cds_SP5448_00425	0	46	46	628	0.221000	U
cds_SP5448_00430	0	15	15	181	0.913000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.704000	U
cds_SP5448_00445	0	19	19	378	0.723000	U
cds_SP5448_00450	2	67	46	671	0.165000	U
cds_SP5448_00455	0	23	23	380	0.666000	U
cds_SP5448_00465	15	91	17	318	0.079000	U
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	23	186	28	540	0.068000	U
cds_SP5448_00480	0	11	11	113	-1.000000	S
cds_SP5448_00485	1	3	1	2	-1.000000	S
cds_SP5448_00490	1	4	3	14	-1.000000	S
cds_SP5448_00495	0	3	3	31	-1.000000	S
cds_SP5448_00500	0	5	5	55	-1.000000	S
cds_SP5448_00505	0	2	2	49	-1.000000	S
cds_SP5448_00510	0	5	5	60	-1.000000	S
cds_SP5448_00515	1	2	1	2	-1.000000	S
cds_SP5448_00520	0	3	3	30	-1.000000	S
cds_SP5448_00525	1	5	4	19	-1.000000	S
cds_SP5448_00530	0	2	2	56	-1.000000	S
cds_SP5448_00535	0	4	4	61	-1.000000	S
cds_SP5448_00540	0	2	2	4	-1.000000	S
cds_SP5448_00545	0	12	12	164	0.931000	U
cds_SP5448_00550	2	19	9	140	0.001000	NE
cds_SP5448_00555	1	14	9	118	0.002000	NE
cds_SP5448_00560	3	47	30	304	0.119000	U
cds_SP5448_00565	5	42	14	167	0.001000	NE
cds_SP5448_00570	2	69	39	451	0.054000	U
cds_SP5448_00575	0	25	25	384	0.650000	U
cds_SP5448_00580	4	76	37	608	0.161000	U
cds_SP5448_00585	8	170	33	367	0.014000	NE
cds_SP5448_00590	7	159	71	1544	1.000000	E
cds_SP5448_00595	11	187	62	1263	0.959000	U
cds_SP5448_00600	2	29	24	294	0.322000	U
cds_SP5448_00605	3	73	27	303	0.034000	U
cds_SP5448_00610	6	86	47	488	0.015000	NE
cds_SP5448_00615	2	26	22	279	0.302000	U
cds_SP5448_00620	5	33	15	195	0.001000	NE
cds_SP5448_00625	0	23	23	237	0.878000	U
cds_SP5448_00630	3	41	20	200	0.001000	NE
cds_SP5448_00635	3	28	23	260	0.322000	U
cds_SP5448_00640	9	58	17	285	0.031000	U
cds_SP5448_00645	8	77	37	566	0.087000	U
cds_SP5448_00650	1	26	15	178	0.001000	NE
cds_SP5448_00655	6	50	15	233	0.001000	NE
cds_SP5448_00660	4	62	42	681	0.270000	U
cds_SP5448_00670	4	22	8	109	0.001000	NE
cds_SP5448_00675	2	25	15	187	0.002000	NE
cds_SP5448_00680	3	28	8	181	0.000000	NE
cds_SP5448_00685	3	32	12	163	0.001000	NE
cds_SP5448_00690	2	37	35	626	0.624000	U
cds_SP5448_00695	4	43	35	728	0.719000	U
cds_SP5448_00700	2	49	37	703	0.601000	U
cds_SP5448_00705	8	115	29	417	0.034000	U
cds_SP5448_00710	27	203	37	445	0.013000	NE
cds_SP5448_00715	2	56	32	298	0.055000	U
cds_SP5448_00720	6	85	23	231	0.001000	NE
cds_SP5448_00725	7	66	18	155	0.001000	NE
cds_SP5448_00730	6	63	24	252	0.002000	NE
cds_SP5448_00735	4	84	24	360	0.060000	U
cds_SP5448_00740	0	10	10	163	0.931000	U
cds_SP5448_00745	1	20	10	188	0.001000	NE
cds_SP5448_00750	12	63	13	175	0.001000	NE
cds_SP5448_00755	2	65	46	481	0.044000	U
cds_SP5448_00760	7	97	38	539	0.045000	U
cds_SP5448_00765	10	68	19	244	0.002000	NE
cds_SP5448_00770	3	77	43	706	0.244000	U
cds_SP5448_00775	3	41	22	414	0.315000	U
cds_SP5448_00780	3	48	24	370	0.207000	U
cds_SP5448_00785	5	59	14	183	0.001000	NE
cds_SP5448_00790	2	22	9	139	0.001000	NE
cds_SP5448_00795	7	76	20	282	0.018000	NE
cds_SP5448_00800	2	27	19	249	0.033000	U
cds_SP5448_00805	12	168	85	867	0.003000	NE
cds_SP5448_00810	2	37	17	200	0.001000	NE
cds_SP5448_00815	3	38	20	252	0.001000	NE
cds_SP5448_00820	10	75	19	240	0.002000	NE
cds_SP5448_00825	0	26	26	305	0.840000	U
cds_SP5448_00830	5	92	50	947	0.678000	U
cds_SP5448_00835	10	95	24	370	0.060000	U
cds_SP5448_00840	8	42	9	104	0.001000	NE
cds_SP5448_00845	9	75	19	319	0.064000	U
cds_SP5448_00850	4	62	15	204	0.001000	NE
cds_SP5448_00855	11	71	14	146	0.001000	NE
cds_SP5448_00860	5	57	15	225	0.001000	NE
cds_SP5448_00865	2	23	10	192	0.001000	NE
cds_SP5448_00870	6	97	27	349	0.039000	U
cds_SP5448_00875	3	54	37	325	0.098000	U
cds_SP5448_00880	11	126	29	337	0.013000	NE
cds_SP5448_00885	5	35	13	118	0.001000	NE
cds_SP5448_00890	0	15	15	223	0.918000	U
cds_SP5448_00900	2	11	7	80	-1.000000	S
cds_SP5448_00905	5	78	34	426	0.047000	U
cds_SP5448_00910	2	115	59	1238	0.989000	U
cds_SP5448_00915	7	71	18	410	0.135000	U
cds_SP5448_00920	3	17	12	221	0.055000	U
cds_SP5448_00925	6	33	9	129	0.001000	NE
cds_SP5448_00930	0	28	28	654	0.833000	U
cds_SP5448_00935	6	40	10	122	0.001000	NE
cds_SP5448_00940	1	32	24	545	0.586000	U
cds_SP5448_00945	8	127	51	738	0.041000	U
cds_SP5448_00950	11	74	32	522	0.150000	U
cds_SP5448_00955	2	63	34	728	0.598000	U
cds_SP5448_00960	8	106	52	941	0.520000	U
cds_SP5448_00965	7	160	39	662	0.050000	U
cds_SP5448_00970	0	24	24	424	0.635000	U
cds_SP5448_00975	4	34	13	163	0.001000	NE
cds_SP5448_00980	0	16	16	270	0.944000	U
cds_SP5448_00985	10	128	29	321	0.030000	U
cds_SP5448_00990	2	48	23	163	0.001000	NE
cds_SP5448_00995	1	8	5	108	-1.000000	S
cds_SP5448_01000	3	16	7	72	0.000000	NE
cds_SP5448_01005	4	49	30	322	0.124000	U
cds_SP5448_01010	0	10	10	210	0.939000	U
cds_SP5448_01015	3	76	34	577	0.150000	U
cds_SP5448_01020	6	53	15	168	0.001000	NE
cds_SP5448_01025	11	58	11	152	0.001000	NE
cds_SP5448_01030	4	39	15	229	0.001000	NE
cds_SP5448_01035	3	74	43	432	0.024000	NE
cds_SP5448_01045	2	60	28	652	0.544000	U
cds_SP5448_01050	0	18	18	275	0.932000	U
cds_SP5448_01055	2	40	16	233	0.001000	NE
cds_SP5448_01060	2	45	26	409	0.192000	U
cds_SP5448_01065	1	27	25	502	0.636000	U
cds_SP5448_01070	12	86	16	188	0.001000	NE
cds_SP5448_01075	4	80	29	263	0.004000	NE
cds_SP5448_01085	2	75	57	1001	0.736000	U
cds_SP5448_01090	15	128	27	348	0.024000	NE
cds_SP5448_01095	5	46	23	277	0.015000	NE
cds_SP5448_01100	2	32	17	205	0.001000	NE
cds_SP5448_01105	0	3	3	77	-1.000000	S
cds_SP5448_01115	5	57	21	182	0.001000	NE
cds_SP5448_01120	1	58	56	837	0.311000	U
cds_SP5448_01125	6	70	16	201	0.001000	NE
cds_SP5448_01130	1	35	22	252	0.004000	NE
cds_SP5448_01135	4	115	69	1187	0.773000	U
cds_SP5448_01140	12	105	20	401	0.085000	U
cds_SP5448_01145	4	40	14	257	0.004000	NE
cds_SP5448_01150	1	26	21	334	0.529000	U
cds_SP5448_01155	6	75	26	541	0.220000	U
