# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0902-v0M1_gene_tas.txt -m 4 -s 1000
#FDR Corrected thresholds: 0.991 0.032
#MH Acceptance-Rate:	34.64%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.797462
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	1	106	96	1182	1.000000	E
cds_SP5448_00010	0	102	102	1119	1.000000	E
cds_SP5448_00015	1	15	14	174	0.843000	U
cds_SP5448_00020	5	80	23	266	0.010000	NE
cds_SP5448_00025	0	56	56	565	0.999000	E
cds_SP5448_00030	45	265	18	199	0.001000	NE
cds_SP5448_00035	5	30	9	66	0.001000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	18	128	21	289	0.026000	NE
cds_SP5448_00055	0	130	130	1266	1.000000	E
cds_SP5448_00060	0	55	55	528	0.998000	E
cds_SP5448_00065	3	138	133	1904	1.000000	E
cds_SP5448_00070	3	156	142	1371	1.000000	E
cds_SP5448_00080	39	91	11	199	0.001000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	31	186	17	245	0.001000	NE
cds_SP5448_00095	4	11	4	22	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	2	6	3	31	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	2	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	1.000000	E
cds_SP5448_00190	0	61	61	956	0.999000	E
cds_SP5448_00195	2	65	26	228	0.002000	NE
cds_SP5448_00200	0	86	86	991	1.000000	E
cds_SP5448_00205	1	22	14	131	0.004000	NE
cds_SP5448_00210	4	48	26	465	0.667000	U
cds_SP5448_00215	21	171	18	328	0.020000	NE
cds_SP5448_00220	21	95	16	220	0.001000	NE
cds_SP5448_00225	9	49	8	250	0.000000	NE
cds_SP5448_00230	7	29	6	136	0.000000	NE
cds_SP5448_00235	18	61	9	213	0.000000	NE
cds_SP5448_00240	31	92	9	134	0.000000	NE
cds_SP5448_00245	15	58	13	269	0.002000	NE
cds_SP5448_00250	1	17	15	468	0.605000	U
cds_SP5448_00255	15	38	8	278	0.005000	NE
cds_SP5448_00260	48	173	10	95	0.000000	NE
cds_SP5448_00265	5	57	20	552	0.222000	U
cds_SP5448_00270	18	90	17	130	0.001000	NE
cds_SP5448_00280	1	78	53	634	0.990000	U
cds_SP5448_00285	11	41	17	194	0.001000	NE
cds_SP5448_00290	0	38	38	386	0.989000	U
cds_SP5448_00295	2	150	85	1014	1.000000	E
cds_SP5448_00300	21	148	18	278	0.003000	NE
cds_SP5448_00305	16	67	13	165	0.001000	NE
cds_SP5448_00310	32	106	7	83	0.000000	NE
cds_SP5448_00315	0	13	13	288	0.943000	U
cds_SP5448_00320	0	31	31	613	0.936000	U
cds_SP5448_00325	0	31	31	613	0.939000	U
cds_SP5448_00330	0	15	15	287	0.960000	U
cds_SP5448_00335	0	47	47	828	0.993000	E
cds_SP5448_00340	0	14	14	273	0.946000	U
cds_SP5448_00345	0	20	20	333	0.921000	U
cds_SP5448_00350	0	34	34	640	0.972000	U
cds_SP5448_00355	0	27	27	409	0.932000	U
cds_SP5448_00360	0	7	7	192	0.890000	U
cds_SP5448_00365	0	22	22	252	0.966000	U
cds_SP5448_00370	0	21	21	333	0.938000	U
cds_SP5448_00375	0	22	22	298	0.973000	U
cds_SP5448_00380	0	34	34	532	0.955000	U
cds_SP5448_00385	0	10	10	180	0.900000	U
