# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0876-v0M1_gene_tas.txt -m 8 -s 1000
#FDR Corrected thresholds: 0.992 0.032
#MH Acceptance-Rate:	34.65%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.799760
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	1	106	96	1182	1.000000	E
cds_SP5448_00010	0	102	102	1119	1.000000	E
cds_SP5448_00015	1	15	14	174	0.828000	U
cds_SP5448_00020	4	80	50	706	0.990000	U
cds_SP5448_00025	0	56	56	565	0.997000	E
cds_SP5448_00030	51	265	35	440	0.151000	U
cds_SP5448_00035	3	30	9	66	0.001000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	13	128	30	296	0.139000	U
cds_SP5448_00055	0	130	130	1266	1.000000	E
cds_SP5448_00060	0	55	55	528	0.998000	E
cds_SP5448_00065	2	138	133	1904	1.000000	E
cds_SP5448_00070	1	156	84	853	0.999000	E
cds_SP5448_00080	38	91	9	143	0.000000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	24	186	25	386	0.054000	U
cds_SP5448_00095	4	11	3	17	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	2	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	1.000000	E
cds_SP5448_00190	0	61	61	956	0.999000	E
cds_SP5448_00195	0	65	65	751	0.999000	E
cds_SP5448_00200	1	86	64	688	0.999000	E
cds_SP5448_00205	1	22	14	131	0.004000	NE
cds_SP5448_00210	4	48	26	465	0.665000	U
cds_SP5448_00215	20	171	19	331	0.025000	NE
cds_SP5448_00220	19	95	17	237	0.001000	NE
cds_SP5448_00225	8	49	8	250	0.001000	NE
cds_SP5448_00230	4	29	14	230	0.002000	NE
cds_SP5448_00235	17	61	15	311	0.031000	NE
cds_SP5448_00240	25	92	10	128	0.001000	NE
cds_SP5448_00245	18	58	10	243	0.001000	NE
cds_SP5448_00250	4	17	7	230	0.000000	NE
cds_SP5448_00255	15	38	8	263	0.006000	NE
cds_SP5448_00260	45	173	10	57	0.000000	NE
cds_SP5448_00265	4	57	20	552	0.228000	U
cds_SP5448_00270	15	90	15	100	0.001000	NE
cds_SP5448_00280	1	78	53	634	0.993000	E
cds_SP5448_00285	9	41	15	189	0.001000	NE
cds_SP5448_00290	0	38	38	386	0.992000	U
cds_SP5448_00295	3	150	85	1014	1.000000	E
cds_SP5448_00300	16	148	43	752	0.850000	U
cds_SP5448_00305	19	67	12	141	0.001000	NE
cds_SP5448_00310	37	106	7	83	0.000000	NE
cds_SP5448_00315	0	13	13	288	0.929000	U
cds_SP5448_00320	0	31	31	613	0.920000	U
cds_SP5448_00325	0	31	31	613	0.930000	U
cds_SP5448_00330	0	15	15	287	0.954000	U
cds_SP5448_00335	0	47	47	828	0.994000	E
cds_SP5448_00340	0	14	14	273	0.933000	U
cds_SP5448_00345	0	20	20	333	0.921000	U
cds_SP5448_00350	0	34	34	640	0.961000	U
cds_SP5448_00355	0	27	27	409	0.925000	U
cds_SP5448_00360	0	7	7	192	0.888000	U
cds_SP5448_00365	0	22	22	252	0.982000	U
cds_SP5448_00370	0	21	21	333	0.941000	U
cds_SP5448_00375	0	22	22	298	0.969000	U
cds_SP5448_00380	1	34	22	303	0.447000	U
cds_SP5448_00385	0	10	10	180	0.915000	U
