# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0890-v0M1_gene_tas.txt -m 16 -s 1000
#FDR Corrected thresholds: 0.995 0.021
#MH Acceptance-Rate:	30.41%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.863011
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	0.999000	E
cds_SP5448_00010	0	102	102	1119	0.996000	E
cds_SP5448_00015	0	15	15	183	0.938000	U
cds_SP5448_00020	2	80	51	717	0.819000	U
cds_SP5448_00025	0	56	56	565	0.948000	U
cds_SP5448_00030	34	265	22	284	0.004000	NE
cds_SP5448_00035	3	30	13	110	0.001000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	6	128	54	561	0.641000	U
cds_SP5448_00055	0	130	130	1266	0.999000	E
cds_SP5448_00060	0	55	55	528	0.942000	U
cds_SP5448_00065	1	138	130	1863	1.000000	E
cds_SP5448_00070	0	156	156	1452	0.999000	E
cds_SP5448_00080	25	91	20	385	0.084000	U
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	16	186	33	526	0.072000	U
cds_SP5448_00095	2	11	5	32	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	0	6	6	69	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	1	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	0.999000	E
cds_SP5448_00190	0	61	61	956	0.974000	U
cds_SP5448_00195	0	65	65	751	0.971000	U
cds_SP5448_00200	0	86	86	991	0.990000	U
cds_SP5448_00205	1	22	14	131	0.003000	NE
cds_SP5448_00210	1	48	35	591	0.693000	U
cds_SP5448_00215	9	171	36	740	0.128000	U
