# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0870-v0M1_gene_tas.txt -m 16 -s 1000
#FDR Corrected thresholds: 0.997 0.02
#MH Acceptance-Rate:	28.88%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.878007
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	0.993000	U
cds_SP5448_00010	0	102	102	1119	0.983000	U
cds_SP5448_00015	0	15	15	183	0.940000	U
cds_SP5448_00020	2	80	47	619	0.569000	U
cds_SP5448_00025	0	56	56	565	0.899000	U
cds_SP5448_00030	24	265	37	452	0.050000	U
cds_SP5448_00035	1	30	20	186	0.009000	NE
cds_SP5448_00040	0	30	30	338	0.909000	U
cds_SP5448_00050	7	128	48	504	0.351000	U
cds_SP5448_00055	0	130	130	1266	0.985000	U
cds_SP5448_00060	0	55	55	528	0.891000	U
cds_SP5448_00065	0	138	138	1974	1.000000	E
cds_SP5448_00070	1	156	84	853	0.861000	U
cds_SP5448_00080	25	91	12	210	0.001000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	18	186	37	681	0.110000	U
cds_SP5448_00095	2	11	5	32	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	1	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	0.990000	U
cds_SP5448_00190	0	61	61	956	0.943000	U
cds_SP5448_00195	0	65	65	751	0.935000	U
cds_SP5448_00200	0	86	86	991	0.974000	U
cds_SP5448_00205	1	22	14	131	0.009000	NE
cds_SP5448_00210	0	48	48	699	0.862000	U
cds_SP5448_00215	11	171	37	762	0.111000	U
cds_SP5448_00220	15	95	17	237	0.001000	NE
cds_SP5448_00225	5	49	13	288	0.032000	U
cds_SP5448_00230	3	29	16	272	0.028000	U
cds_SP5448_00235	10	61	15	311	0.061000	U
cds_SP5448_00240	15	92	14	184	0.001000	NE
cds_SP5448_00245	12	58	13	269	0.005000	NE
cds_SP5448_00250	0	17	17	477	0.595000	U
cds_SP5448_00255	14	38	8	263	0.001000	NE
cds_SP5448_00260	29	173	17	130	0.001000	NE
cds_SP5448_00265	3	57	20	552	0.154000	U
cds_SP5448_00270	9	90	26	241	0.001000	NE
cds_SP5448_00280	1	78	53	634	0.702000	U
cds_SP5448_00285	7	41	20	223	0.001000	NE
cds_SP5448_00290	0	38	38	386	0.867000	U
cds_SP5448_00295	0	150	150	1768	0.999000	E
cds_SP5448_00300	8	148	55	936	0.596000	U
cds_SP5448_00305	10	67	16	203	0.001000	NE
cds_SP5448_00310	22	106	25	304	0.060000	U
cds_SP5448_00315	0	13	13	288	0.948000	U
cds_SP5448_00320	0	31	31	613	0.705000	U
cds_SP5448_00325	0	31	31	613	0.699000	U
cds_SP5448_00330	0	15	15	287	0.932000	U
cds_SP5448_00335	0	47	47	828	0.895000	U
cds_SP5448_00340	0	14	14	273	0.937000	U
cds_SP5448_00345	0	20	20	333	0.857000	U
cds_SP5448_00350	0	34	34	640	0.732000	U
cds_SP5448_00355	0	27	27	409	0.774000	U
cds_SP5448_00360	0	7	7	192	0.939000	U
cds_SP5448_00365	0	22	22	252	0.963000	U
cds_SP5448_00370	0	21	21	333	0.879000	U
cds_SP5448_00375	0	22	22	298	0.932000	U
cds_SP5448_00380	0	34	34	532	0.766000	U
cds_SP5448_00385	0	10	10	180	0.936000	U
cds_SP5448_00390	0	24	24	393	0.740000	U
cds_SP5448_00395	0	36	36	528	0.770000	U
cds_SP5448_00400	0	19	19	342	0.846000	U
cds_SP5448_00405	0	25	25	486	0.693000	U
cds_SP5448_00410	0	16	16	171	0.946000	U
cds_SP5448_00415	0	29	29	424	0.750000	U
cds_SP5448_00420	0	117	117	1297	0.995000	U
cds_SP5448_00425	0	46	46	628	0.835000	U
cds_SP5448_00430	0	15	15	181	0.926000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.826000	U
cds_SP5448_00445	0	19	19	378	0.756000	U
