# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0901-v0M1_gene_tas.txt -m 16 -s 1000
#FDR Corrected thresholds: 0.998 0.019
#MH Acceptance-Rate:	28.30%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.884931
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	0.990000	U
cds_SP5448_00010	0	102	102	1119	0.971000	U
cds_SP5448_00015	0	15	15	183	0.941000	U
cds_SP5448_00020	1	80	56	837	0.783000	U
cds_SP5448_00025	0	56	56	565	0.874000	U
cds_SP5448_00030	20	265	36	447	0.032000	U
cds_SP5448_00035	2	30	23	192	0.005000	NE
cds_SP5448_00040	0	30	30	338	0.891000	U
cds_SP5448_00050	7	128	54	561	0.425000	U
cds_SP5448_00055	0	130	130	1266	0.971000	U
cds_SP5448_00060	0	55	55	528	0.865000	U
cds_SP5448_00065	0	138	138	1974	1.000000	E
cds_SP5448_00070	1	156	152	1428	0.944000	U
cds_SP5448_00080	22	91	12	210	0.001000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	19	186	29	491	0.050000	U
cds_SP5448_00095	1	11	7	61	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	1	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	0.979000	U
cds_SP5448_00190	0	61	61	956	0.932000	U
cds_SP5448_00195	0	65	65	751	0.909000	U
cds_SP5448_00200	0	86	86	991	0.967000	U
cds_SP5448_00205	0	22	22	210	0.950000	U
cds_SP5448_00210	1	48	42	660	0.706000	U
cds_SP5448_00215	8	171	34	648	0.068000	U
cds_SP5448_00220	13	95	17	237	0.001000	NE
cds_SP5448_00225	5	49	13	288	0.028000	U
cds_SP5448_00230	2	29	14	283	0.066000	U
cds_SP5448_00235	8	61	16	429	0.098000	U
cds_SP5448_00240	13	92	15	211	0.001000	NE
cds_SP5448_00245	11	58	11	308	0.097000	U
cds_SP5448_00250	1	17	15	468	0.571000	U
cds_SP5448_00255	7	38	9	258	0.005000	NE
cds_SP5448_00260	31	173	17	130	0.001000	NE
cds_SP5448_00265	3	57	20	552	0.138000	U
cds_SP5448_00270	6	90	40	348	0.294000	U
cds_SP5448_00280	1	78	53	634	0.669000	U
cds_SP5448_00285	5	41	20	223	0.001000	NE
cds_SP5448_00290	1	38	35	371	0.826000	U
cds_SP5448_00295	0	150	150	1768	0.997000	U
cds_SP5448_00300	12	148	50	828	0.345000	U
cds_SP5448_00305	8	67	28	471	0.234000	U
cds_SP5448_00310	19	106	25	304	0.052000	U
cds_SP5448_00315	0	13	13	288	0.941000	U
cds_SP5448_00320	0	31	31	613	0.694000	U
cds_SP5448_00325	0	31	31	613	0.690000	U
cds_SP5448_00330	0	15	15	287	0.942000	U
cds_SP5448_00335	0	47	47	828	0.846000	U
cds_SP5448_00340	0	14	14	273	0.950000	U
cds_SP5448_00345	0	20	20	333	0.880000	U
cds_SP5448_00350	0	34	34	640	0.710000	U
cds_SP5448_00355	0	27	27	409	0.751000	U
cds_SP5448_00360	0	7	7	192	0.942000	U
cds_SP5448_00365	0	22	22	252	0.956000	U
cds_SP5448_00370	0	21	21	333	0.847000	U
cds_SP5448_00375	0	22	22	298	0.951000	U
cds_SP5448_00380	0	34	34	532	0.732000	U
cds_SP5448_00385	0	10	10	180	0.944000	U
cds_SP5448_00390	0	24	24	393	0.763000	U
cds_SP5448_00395	0	36	36	528	0.759000	U
cds_SP5448_00400	0	19	19	342	0.837000	U
cds_SP5448_00405	0	25	25	486	0.684000	U
cds_SP5448_00410	0	16	16	171	0.939000	U
cds_SP5448_00415	0	29	29	424	0.784000	U
cds_SP5448_00420	0	117	117	1297	0.983000	U
cds_SP5448_00425	0	46	46	628	0.807000	U
cds_SP5448_00430	0	15	15	181	0.949000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.826000	U
cds_SP5448_00445	0	19	19	378	0.767000	U
cds_SP5448_00450	0	67	67	919	0.944000	U
cds_SP5448_00455	0	23	23	380	0.746000	U
cds_SP5448_00465	22	91	17	312	0.063000	U
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	20	186	29	491	0.046000	U
cds_SP5448_00480	1	11	7	61	-1.000000	S
cds_SP5448_00485	0	3	3	59	-1.000000	S
cds_SP5448_00490	1	4	3	14	-1.000000	S
cds_SP5448_00495	0	3	3	31	-1.000000	S
