# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0871-v0M1_gene_tas.txt -m 2 -s 1000
#FDR Corrected thresholds: 0.992 0.036
#MH Acceptance-Rate:	37.19%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.728170
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	1	106	105	1308	1.000000	E
cds_SP5448_00010	0	102	102	1119	1.000000	E
cds_SP5448_00015	1	15	14	174	0.897000	U
cds_SP5448_00020	8	80	17	206	0.001000	NE
cds_SP5448_00025	0	56	56	565	0.999000	E
cds_SP5448_00030	80	265	9	96	0.000000	NE
cds_SP5448_00035	6	30	9	66	0.001000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	21	128	30	314	0.689000	U
cds_SP5448_00055	1	130	108	1029	1.000000	E
cds_SP5448_00060	0	55	55	528	1.000000	E
cds_SP5448_00065	3	138	130	1863	1.000000	E
cds_SP5448_00070	13	156	33	397	0.812000	U
cds_SP5448_00080	46	91	7	140	0.000000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	52	186	14	213	0.001000	NE
cds_SP5448_00095	6	11	2	10	-1.000000	S
cds_SP5448_00100	2	4	1	2	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	1	2	1	2	-1.000000	S
cds_SP5448_00130	1	3	1	2	-1.000000	S
cds_SP5448_00135	2	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	2	6	3	31	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	3	5	1	2	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	1.000000	E
cds_SP5448_00190	0	61	61	956	1.000000	E
cds_SP5448_00195	5	65	28	226	0.006000	NE
cds_SP5448_00200	2	86	53	584	1.000000	E
cds_SP5448_00205	1	22	14	131	0.008000	NE
cds_SP5448_00210	5	48	14	305	0.161000	U
cds_SP5448_00215	34	171	13	201	0.001000	NE
cds_SP5448_00220	24	95	15	215	0.001000	NE
cds_SP5448_00225	12	49	11	275	0.003000	NE
cds_SP5448_00230	8	29	7	157	0.000000	NE
cds_SP5448_00235	21	61	15	311	0.070000	U
cds_SP5448_00240	33	92	8	128	0.000000	NE
cds_SP5448_00245	28	58	4	65	0.000000	NE
cds_SP5448_00250	3	17	6	144	0.000000	NE
cds_SP5448_00255	18	38	5	120	0.000000	NE
cds_SP5448_00260	60	173	13	155	0.001000	NE
cds_SP5448_00265	8	57	13	155	0.001000	NE
cds_SP5448_00270	23	90	13	97	0.001000	NE
cds_SP5448_00280	5	78	31	308	0.834000	U
cds_SP5448_00285	17	41	6	36	0.000000	NE
cds_SP5448_00290	1	38	21	217	0.005000	NE
cds_SP5448_00295	6	150	71	808	0.999000	E
cds_SP5448_00300	28	148	17	281	0.004000	NE
cds_SP5448_00305	23	67	12	141	0.001000	NE
cds_SP5448_00310	40	106	7	83	0.000000	NE
cds_SP5448_00315	0	13	13	288	0.953000	U
cds_SP5448_00320	0	31	31	613	0.991000	U
cds_SP5448_00325	0	31	31	613	0.991000	U
cds_SP5448_00330	0	15	15	287	0.965000	U
cds_SP5448_00335	0	47	47	828	1.000000	E
cds_SP5448_00340	0	14	14	273	0.969000	U
cds_SP5448_00345	1	20	16	299	0.854000	U
cds_SP5448_00350	0	34	34	640	0.995000	E
cds_SP5448_00355	0	27	27	409	0.988000	U
cds_SP5448_00360	0	7	7	192	0.877000	U
cds_SP5448_00365	0	22	22	252	0.997000	E
cds_SP5448_00370	0	21	21	333	0.980000	U
cds_SP5448_00375	0	22	22	298	0.990000	U
cds_SP5448_00380	2	34	17	250	0.017000	NE
cds_SP5448_00385	1	10	8	162	0.483000	U
cds_SP5448_00390	0	24	24	393	0.980000	U
cds_SP5448_00395	1	36	35	522	0.996000	E
cds_SP5448_00400	1	19	16	282	0.553000	U
cds_SP5448_00405	0	25	25	486	0.965000	U
cds_SP5448_00410	1	16	9	94	0.003000	NE
cds_SP5448_00415	0	29	29	424	0.990000	U
cds_SP5448_00420	2	117	72	779	1.000000	E
cds_SP5448_00425	1	46	34	424	0.981000	U
cds_SP5448_00430	1	15	13	169	0.838000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	1	23	13	252	0.014000	NE
cds_SP5448_00445	0	19	19	378	0.928000	U
cds_SP5448_00450	1	67	52	714	1.000000	E
cds_SP5448_00455	0	23	23	380	0.972000	U
cds_SP5448_00465	46	91	6	87	0.000000	NE
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	55	186	14	198	0.001000	NE
cds_SP5448_00480	4	11	2	10	-1.000000	S
cds_SP5448_00485	1	3	1	2	-1.000000	S
cds_SP5448_00490	1	4	3	14	-1.000000	S
cds_SP5448_00495	0	3	3	31	-1.000000	S
cds_SP5448_00500	2	5	3	46	-1.000000	S
cds_SP5448_00505	0	2	2	49	-1.000000	S
cds_SP5448_00510	2	5	3	40	-1.000000	S
cds_SP5448_00515	1	2	1	2	-1.000000	S
cds_SP5448_00520	0	3	3	30	-1.000000	S
cds_SP5448_00525	0	5	5	55	-1.000000	S
cds_SP5448_00530	1	2	1	2	-1.000000	S
cds_SP5448_00535	0	4	4	61	-1.000000	S
cds_SP5448_00540	0	2	2	4	-1.000000	S
cds_SP5448_00545	2	12	8	96	0.005000	NE
cds_SP5448_00550	5	19	5	33	0.000000	NE
cds_SP5448_00555	2	14	10	149	0.005000	NE
cds_SP5448_00560	6	47	14	104	0.001000	NE
cds_SP5448_00565	4	42	20	286	0.189000	U
cds_SP5448_00570	15	69	11	75	0.001000	NE
cds_SP5448_00575	7	25	10	156	0.001000	NE
cds_SP5448_00580	1	76	75	1254	1.000000	E
cds_SP5448_00585	6	170	57	792	1.000000	E
cds_SP5448_00590	3	159	67	1342	1.000000	E
cds_SP5448_00595	2	187	111	2096	1.000000	E
cds_SP5448_00600	8	29	10	119	0.001000	NE
cds_SP5448_00605	22	73	8	76	0.000000	NE
cds_SP5448_00610	23	86	15	204	0.001000	NE
cds_SP5448_00615	11	26	4	34	0.000000	NE
cds_SP5448_00620	7	33	8	93	0.000000	NE
cds_SP5448_00625	4	23	7	68	0.000000	NE
cds_SP5448_00630	16	41	7	86	0.000000	NE
cds_SP5448_00635	15	28	4	43	0.000000	NE
cds_SP5448_00640	31	58	8	109	0.000000	NE
cds_SP5448_00645	2	77	56	793	0.999000	E
cds_SP5448_00650	10	26	7	77	0.000000	NE
cds_SP5448_00655	18	50	8	94	0.000000	NE
cds_SP5448_00660	12	62	18	251	0.002000	NE
cds_SP5448_00670	10	22	3	31	0.000000	NE
cds_SP5448_00675	7	25	9	101	0.001000	NE
cds_SP5448_00680	7	28	4	100	0.000000	NE
cds_SP5448_00685	12	32	12	155	0.001000	NE
cds_SP5448_00690	10	37	7	107	0.000000	NE
cds_SP5448_00695	13	43	8	83	0.000000	NE
cds_SP5448_00700	6	49	20	420	0.557000	U
cds_SP5448_00705	31	115	12	170	0.001000	NE
cds_SP5448_00710	68	203	10	129	0.000000	NE
cds_SP5448_00715	14	56	9	69	0.000000	NE
cds_SP5448_00720	14	85	19	194	0.001000	NE
cds_SP5448_00725	16	66	14	179	0.001000	NE
cds_SP5448_00730	20	63	7	52	0.000000	NE
cds_SP5448_00735	30	84	7	63	0.000000	NE
cds_SP5448_00740	3	10	4	52	0.000000	NE
cds_SP5448_00745	6	20	5	57	0.000000	NE
cds_SP5448_00750	22	63	7	79	0.000000	NE
cds_SP5448_00755	18	65	11	105	0.001000	NE
cds_SP5448_00760	23	97	15	167	0.001000	NE
cds_SP5448_00765	22	68	10	85	0.001000	NE
cds_SP5448_00770	23	77	6	70	0.000000	NE
cds_SP5448_00775	12	41	8	159	0.000000	NE
cds_SP5448_00780	15	48	7	96	0.000000	NE
cds_SP5448_00785	27	59	5	55	0.000000	NE
cds_SP5448_00790	8	22	4	40	0.000000	NE
cds_SP5448_00795	20	76	9	159	0.000000	NE
cds_SP5448_00800	5	27	12	144	0.001000	NE
cds_SP5448_00805	53	168	9	67	0.000000	NE
cds_SP5448_00810	7	37	13	152	0.001000	NE
cds_SP5448_00815	10	38	9	90	0.001000	NE
cds_SP5448_00820	29	75	13	168	0.001000	NE
cds_SP5448_00825	10	26	6	78	0.000000	NE
cds_SP5448_00830	27	92	18	356	0.108000	U
cds_SP5448_00835	35	95	6	67	0.000000	NE
cds_SP5448_00840	12	42	8	99	0.000000	NE
cds_SP5448_00845	25	75	10	147	0.001000	NE
cds_SP5448_00850	23	62	7	98	0.000000	NE
cds_SP5448_00855	22	71	11	185	0.001000	NE
cds_SP5448_00860	14	57	9	128	0.000000	NE
cds_SP5448_00865	1	23	21	517	0.898000	U
cds_SP5448_00870	37	97	6	83	0.000000	NE
cds_SP5448_00875	6	54	20	192	0.001000	NE
cds_SP5448_00880	40	126	13	218	0.001000	NE
cds_SP5448_00885	9	35	5	45	0.000000	NE
cds_SP5448_00890	4	15	7	154	0.002000	NE
cds_SP5448_00900	4	11	5	40	-1.000000	S
cds_SP5448_00905	28	78	7	80	0.000000	NE
cds_SP5448_00910	5	115	49	928	1.000000	E
cds_SP5448_00915	19	71	10	182	0.001000	NE
cds_SP5448_00920	6	17	4	54	0.000000	NE
cds_SP5448_00925	7	33	8	124	0.000000	NE
cds_SP5448_00930	6	28	12	321	0.190000	U
cds_SP5448_00935	14	40	6	84	0.000000	NE
cds_SP5448_00940	9	32	7	121	0.000000	NE
cds_SP5448_00945	39	127	10	112	0.000000	NE
cds_SP5448_00950	22	74	16	163	0.001000	NE
cds_SP5448_00955	17	63	11	154	0.001000	NE
cds_SP5448_00960	30	106	10	155	0.000000	NE
cds_SP5448_00965	11	160	40	785	0.988000	U
cds_SP5448_00970	6	24	8	140	0.001000	NE
cds_SP5448_00975	8	34	7	83	0.000000	NE
cds_SP5448_00980	7	16	3	59	0.000000	NE
cds_SP5448_00985	40	128	13	147	0.001000	NE
cds_SP5448_00990	19	48	11	173	0.001000	NE
cds_SP5448_00995	4	8	3	93	-1.000000	S
cds_SP5448_01000	9	16	3	8	0.000000	NE
cds_SP5448_01005	21	49	5	28	0.000000	NE
cds_SP5448_01010	2	10	4	117	0.000000	NE
cds_SP5448_01015	17	76	8	75	0.000000	NE
cds_SP5448_01020	19	53	8	67	0.000000	NE
cds_SP5448_01025	19	58	8	131	0.000000	NE
cds_SP5448_01030	19	39	4	27	0.000000	NE
cds_SP5448_01035	23	74	9	73	0.000000	NE
cds_SP5448_01045	18	60	6	68	0.000000	NE
cds_SP5448_01050	2	18	7	157	0.000000	NE
cds_SP5448_01055	11	40	10	86	0.001000	NE
cds_SP5448_01060	13	45	10	178	0.001000	NE
cds_SP5448_01065	0	27	27	509	0.984000	U
cds_SP5448_01070	34	86	8	96	0.000000	NE
cds_SP5448_01075	35	80	5	38	0.000000	NE
cds_SP5448_01085	1	75	71	1266	1.000000	E
cds_SP5448_01090	44	128	9	93	0.000000	NE
cds_SP5448_01095	19	46	5	48	0.000000	NE
cds_SP5448_01100	17	32	3	28	0.000000	NE
cds_SP5448_01105	1	3	2	66	-1.000000	S
cds_SP5448_01115	16	57	10	140	0.001000	NE
cds_SP5448_01120	1	58	49	698	1.000000	E
cds_SP5448_01125	1	70	53	741	0.999000	E
cds_SP5448_01130	6	35	14	153	0.001000	NE
cds_SP5448_01135	25	115	16	353	0.063000	U
cds_SP5448_01140	23	105	24	498	0.452000	U
cds_SP5448_01145	11	40	9	176	0.001000	NE
cds_SP5448_01150	4	26	11	128	0.001000	NE
cds_SP5448_01155	20	75	10	116	0.001000	NE
cds_SP5448_01160	0	27	27	491	0.982000	U
cds_SP5448_01165	17	50	6	128	0.000000	NE
cds_SP5448_01170	2	80	57	1064	1.000000	E
cds_SP5448_01175	52	122	8	108	0.000000	NE
cds_SP5448_01180	48	131	16	168	0.001000	NE
cds_SP5448_01185	26	61	6	50	0.000000	NE
cds_SP5448_01190	1	19	13	258	0.049000	U
cds_SP5448_01195	7	47	20	320	0.511000	U
cds_SP5448_01200	4	48	28	609	0.951000	U
cds_SP5448_01205	0	11	11	126	-1.000000	S
cds_SP5448_01210	13	41	6	174	0.000000	NE
cds_SP5448_01215	17	67	13	199	0.001000	NE
cds_SP5448_01220	21	61	8	116	0.000000	NE
cds_SP5448_01225	11	50	9	187	0.001000	NE
cds_SP5448_01230	14	54	9	96	0.000000	NE
cds_SP5448_01235	22	68	10	150	0.001000	NE
cds_SP5448_01240	21	65	10	91	0.001000	NE
cds_SP5448_01245	20	53	11	209	0.001000	NE
cds_SP5448_01250	11	44	14	170	0.001000	NE
cds_SP5448_01255	13	35	9	138	0.001000	NE
cds_SP5448_01260	6	38	15	361	0.257000	U
cds_SP5448_01270	0	56	56	864	1.000000	E
cds_SP5448_01275	1	35	26	552	0.959000	U
cds_SP5448_01280	5	44	16	174	0.001000	NE
cds_SP5448_01285	19	75	10	182	0.001000	NE
cds_SP5448_01290	29	71	9	108	0.000000	NE
