# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0871-v0M1_gene_tas.txt -m 8 -s 1000
#FDR Corrected thresholds: 0.995 0.026
#MH Acceptance-Rate:	31.67%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.845313
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	1.000000	E
cds_SP5448_00010	0	102	102	1119	0.999000	E
cds_SP5448_00015	1	15	14	174	0.831000	U
cds_SP5448_00020	1	80	75	988	0.994000	U
cds_SP5448_00025	0	56	56	565	0.967000	U
cds_SP5448_00030	42	265	22	284	0.007000	NE
cds_SP5448_00035	1	30	20	186	0.006000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	10	128	52	554	0.747000	U
cds_SP5448_00055	0	130	130	1266	1.000000	E
cds_SP5448_00060	0	55	55	528	0.960000	U
cds_SP5448_00065	1	138	130	1863	1.000000	E
cds_SP5448_00070	3	156	71	588	0.895000	U
cds_SP5448_00080	28	91	12	210	0.001000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	21	186	33	526	0.092000	U
cds_SP5448_00095	3	11	5	32	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	2	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	0.999000	E
cds_SP5448_00190	0	61	61	956	0.996000	E
cds_SP5448_00195	1	65	60	717	0.977000	U
cds_SP5448_00200	0	86	86	991	0.994000	U
cds_SP5448_00205	1	22	14	131	0.003000	NE
cds_SP5448_00210	1	48	35	591	0.768000	U
cds_SP5448_00215	12	171	33	714	0.131000	U
cds_SP5448_00220	9	95	20	332	0.064000	U
cds_SP5448_00225	7	49	11	275	0.013000	NE
cds_SP5448_00230	4	29	14	230	0.001000	NE
cds_SP5448_00235	13	61	15	311	0.058000	U
cds_SP5448_00240	20	92	10	128	0.001000	NE
cds_SP5448_00245	15	58	10	243	0.001000	NE
cds_SP5448_00250	1	17	10	286	0.098000	U
cds_SP5448_00255	14	38	11	421	0.137000	U
cds_SP5448_00260	30	173	18	202	0.001000	NE
cds_SP5448_00265	3	57	20	552	0.155000	U
cds_SP5448_00270	10	90	32	282	0.052000	U
cds_SP5448_00280	1	78	53	634	0.909000	U
cds_SP5448_00285	10	41	14	183	0.001000	NE
cds_SP5448_00290	0	38	38	386	0.941000	U
cds_SP5448_00295	4	150	72	825	0.957000	U
cds_SP5448_00300	13	148	55	936	0.864000	U
cds_SP5448_00305	13	67	13	165	0.001000	NE
cds_SP5448_00310	26	106	13	156	0.001000	NE
cds_SP5448_00315	0	13	13	288	0.922000	U
cds_SP5448_00320	0	31	31	613	0.817000	U
cds_SP5448_00325	0	31	31	613	0.804000	U
cds_SP5448_00330	0	15	15	287	0.937000	U
cds_SP5448_00335	0	47	47	828	0.973000	U
cds_SP5448_00340	0	14	14	273	0.924000	U
cds_SP5448_00345	0	20	20	333	0.876000	U
cds_SP5448_00350	0	34	34	640	0.858000	U
cds_SP5448_00355	0	27	27	409	0.840000	U
cds_SP5448_00360	0	7	7	192	0.891000	U
cds_SP5448_00365	0	22	22	252	0.962000	U
cds_SP5448_00370	0	21	21	333	0.889000	U
cds_SP5448_00375	0	22	22	298	0.948000	U
cds_SP5448_00380	1	34	22	303	0.317000	U
cds_SP5448_00385	0	10	10	180	0.910000	U
cds_SP5448_00390	0	24	24	393	0.814000	U
cds_SP5448_00395	0	36	36	528	0.884000	U
cds_SP5448_00400	0	19	19	342	0.831000	U
cds_SP5448_00405	0	25	25	486	0.753000	U
cds_SP5448_00410	0	16	16	171	0.925000	U
cds_SP5448_00415	0	29	29	424	0.832000	U
cds_SP5448_00420	0	117	117	1297	0.999000	E
cds_SP5448_00425	1	46	34	424	0.690000	U
cds_SP5448_00430	0	15	15	181	0.932000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.867000	U
cds_SP5448_00445	0	19	19	378	0.769000	U
cds_SP5448_00450	1	67	52	714	0.945000	U
cds_SP5448_00455	0	23	23	380	0.794000	U
cds_SP5448_00465	26	91	12	210	0.001000	NE
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	24	186	19	287	0.005000	NE
cds_SP5448_00480	3	11	5	32	-1.000000	S
cds_SP5448_00485	0	3	3	59	-1.000000	S
cds_SP5448_00490	1	4	3	14	-1.000000	S
cds_SP5448_00495	0	3	3	31	-1.000000	S
cds_SP5448_00500	1	5	3	46	-1.000000	S
cds_SP5448_00505	0	2	2	49	-1.000000	S
cds_SP5448_00510	1	5	3	40	-1.000000	S
cds_SP5448_00515	1	2	1	2	-1.000000	S
cds_SP5448_00520	0	3	3	30	-1.000000	S
cds_SP5448_00525	0	5	5	55	-1.000000	S
cds_SP5448_00530	0	2	2	56	-1.000000	S
cds_SP5448_00535	0	4	4	61	-1.000000	S
cds_SP5448_00540	0	2	2	4	-1.000000	S
cds_SP5448_00545	0	12	12	164	0.919000	U
cds_SP5448_00550	1	19	14	195	0.003000	NE
cds_SP5448_00555	0	14	14	222	0.928000	U
cds_SP5448_00560	3	47	20	208	0.001000	NE
cds_SP5448_00565	2	42	36	642	0.826000	U
cds_SP5448_00570	3	69	33	372	0.445000	U
cds_SP5448_00575	3	25	13	191	0.001000	NE
cds_SP5448_00580	1	76	75	1254	0.997000	E
cds_SP5448_00585	2	170	136	1822	1.000000	E
cds_SP5448_00590	1	159	157	3415	1.000000	E
cds_SP5448_00595	1	187	114	2184	1.000000	E
cds_SP5448_00600	3	29	17	212	0.002000	NE
cds_SP5448_00605	8	73	13	159	0.001000	NE
cds_SP5448_00610	14	86	15	204	0.001000	NE
cds_SP5448_00615	6	26	14	166	0.001000	NE
cds_SP5448_00620	4	33	9	110	0.001000	NE
cds_SP5448_00625	2	23	15	170	0.011000	NE
cds_SP5448_00630	9	41	17	188	0.001000	NE
cds_SP5448_00635	11	28	7	69	0.000000	NE
cds_SP5448_00640	19	58	10	180	0.001000	NE
cds_SP5448_00645	1	77	71	1010	0.997000	E
cds_SP5448_00650	5	26	8	91	0.001000	NE
cds_SP5448_00655	9	50	11	172	0.001000	NE
cds_SP5448_00660	4	62	34	474	0.467000	U
cds_SP5448_00670	7	22	4	50	0.000000	NE
cds_SP5448_00675	1	25	22	274	0.731000	U
cds_SP5448_00680	4	28	9	160	0.001000	NE
cds_SP5448_00685	6	32	16	201	0.001000	NE
cds_SP5448_00690	5	37	18	232	0.001000	NE
cds_SP5448_00695	5	43	19	305	0.090000	U
cds_SP5448_00700	4	49	25	478	0.353000	U
cds_SP5448_00705	11	115	26	323	0.067000	U
cds_SP5448_00710	35	203	14	183	0.001000	NE
cds_SP5448_00715	8	56	18	196	0.001000	NE
cds_SP5448_00720	9	85	32	366	0.311000	U
cds_SP5448_00725	8	66	17	202	0.001000	NE
cds_SP5448_00730	7	63	23	253	0.007000	NE
cds_SP5448_00735	18	84	15	237	0.001000	NE
cds_SP5448_00740	1	10	7	96	0.018000	NE
cds_SP5448_00745	3	20	8	138	0.001000	NE
cds_SP5448_00750	11	63	14	177	0.001000	NE
cds_SP5448_00755	7	65	17	173	0.001000	NE
cds_SP5448_00760	9	97	20	250	0.001000	NE
cds_SP5448_00765	12	68	14	201	0.001000	NE
cds_SP5448_00770	8	77	26	410	0.169000	U
cds_SP5448_00775	7	41	17	337	0.241000	U
cds_SP5448_00780	10	48	7	96	0.000000	NE
cds_SP5448_00785	14	59	8	109	0.000000	NE
cds_SP5448_00790	6	22	7	72	0.000000	NE
cds_SP5448_00795	12	76	16	217	0.001000	NE
cds_SP5448_00800	3	27	14	169	0.001000	NE
cds_SP5448_00805	27	168	13	147	0.001000	NE
cds_SP5448_00810	4	37	13	152	0.001000	NE
cds_SP5448_00815	3	38	30	473	0.703000	U
cds_SP5448_00820	15	75	23	308	0.129000	U
cds_SP5448_00825	5	26	7	75	0.000000	NE
cds_SP5448_00830	11	92	22	429	0.070000	U
cds_SP5448_00835	16	95	14	210	0.001000	NE
cds_SP5448_00840	5	42	17	290	0.066000	U
cds_SP5448_00845	14	75	21	303	0.061000	U
cds_SP5448_00850	9	62	17	263	0.002000	NE
cds_SP5448_00855	7	71	26	534	0.237000	U
cds_SP5448_00860	5	57	17	288	0.029000	U
cds_SP5448_00865	0	23	23	535	0.690000	U
cds_SP5448_00870	16	97	16	226	0.001000	NE
cds_SP5448_00875	3	54	21	197	0.001000	NE
cds_SP5448_00880	22	126	23	301	0.026000	U
cds_SP5448_00885	3	35	15	193	0.001000	NE
cds_SP5448_00890	0	15	15	223	0.940000	U
cds_SP5448_00900	1	11	5	40	-1.000000	S
cds_SP5448_00905	12	78	14	285	0.017000	NE
cds_SP5448_00910	1	115	65	1512	1.000000	E
cds_SP5448_00915	11	71	17	270	0.003000	NE
cds_SP5448_00920	3	17	6	64	0.000000	NE
cds_SP5448_00925	5	33	10	163	0.001000	NE
cds_SP5448_00930	1	28	27	643	0.741000	U
cds_SP5448_00935	9	40	8	147	0.000000	NE
cds_SP5448_00940	3	32	22	512	0.496000	U
cds_SP5448_00945	21	127	16	220	0.001000	NE
cds_SP5448_00950	12	74	25	302	0.089000	U
cds_SP5448_00955	5	63	28	512	0.282000	U
