# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0899-v0M1_gene_tas.txt -m 2 -s 1000
#FDR Corrected thresholds: 0.989 0.039
#MH Acceptance-Rate:	38.22%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.723512
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	1	106	105	1308	1.000000	E
cds_SP5448_00010	1	102	101	1108	1.000000	E
cds_SP5448_00015	0	15	15	183	0.972000	U
cds_SP5448_00020	7	80	23	266	0.026000	NE
cds_SP5448_00025	1	56	53	517	1.000000	E
cds_SP5448_00030	75	265	25	335	0.117000	U
cds_SP5448_00035	6	30	9	66	0.001000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	17	128	30	296	0.561000	U
cds_SP5448_00055	1	130	106	1047	1.000000	E
cds_SP5448_00060	0	55	55	528	1.000000	E
cds_SP5448_00065	3	138	130	1863	1.000000	E
cds_SP5448_00070	4	156	142	1371	1.000000	E
cds_SP5448_00080	44	91	9	143	0.000000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	49	186	11	184	0.001000	NE
cds_SP5448_00095	6	11	3	17	-1.000000	S
cds_SP5448_00100	2	4	1	2	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	1	3	1	2	-1.000000	S
cds_SP5448_00135	2	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	2	6	3	31	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	2	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	1.000000	E
cds_SP5448_00190	1	61	47	717	0.999000	E
cds_SP5448_00195	4	65	23	226	0.001000	NE
cds_SP5448_00200	1	86	58	731	1.000000	E
cds_SP5448_00205	2	22	14	131	0.004000	NE
cds_SP5448_00210	12	48	7	71	0.000000	NE
cds_SP5448_00215	37	171	18	328	0.030000	NE
cds_SP5448_00220	30	95	8	107	0.000000	NE
cds_SP5448_00225	15	49	7	145	0.000000	NE
cds_SP5448_00230	8	29	5	44	0.000000	NE
cds_SP5448_00235	22	61	15	311	0.074000	U
cds_SP5448_00240	28	92	10	128	0.001000	NE
cds_SP5448_00245	22	58	7	132	0.000000	NE
cds_SP5448_00250	2	17	7	191	0.000000	NE
cds_SP5448_00255	17	38	5	120	0.000000	NE
cds_SP5448_00260	54	173	10	122	0.000000	NE
cds_SP5448_00265	4	57	20	552	0.504000	U
cds_SP5448_00270	34	90	6	81	0.000000	NE
cds_SP5448_00280	2	78	53	634	1.000000	E
cds_SP5448_00285	15	41	9	126	0.001000	NE
cds_SP5448_00290	2	38	21	217	0.003000	NE
cds_SP5448_00295	3	150	130	1520	1.000000	E
cds_SP5448_00300	27	148	19	389	0.061000	U
cds_SP5448_00305	23	67	11	133	0.001000	NE
cds_SP5448_00310	49	106	7	82	0.000000	NE
cds_SP5448_00315	0	13	13	288	0.956000	U
cds_SP5448_00320	0	31	31	613	0.993000	E
cds_SP5448_00325	0	31	31	613	0.991000	E
cds_SP5448_00330	0	15	15	287	0.961000	U
cds_SP5448_00335	0	47	47	828	1.000000	E
cds_SP5448_00340	0	14	14	273	0.970000	U
cds_SP5448_00345	1	20	16	299	0.852000	U
cds_SP5448_00350	0	34	34	640	0.994000	E
cds_SP5448_00355	0	27	27	409	0.986000	U
cds_SP5448_00360	0	7	7	192	0.890000	U
cds_SP5448_00365	0	22	22	252	0.996000	E
cds_SP5448_00370	0	21	21	333	0.977000	U
cds_SP5448_00375	0	22	22	298	0.992000	E
cds_SP5448_00380	2	34	17	250	0.010000	NE
cds_SP5448_00385	0	10	10	180	0.909000	U
cds_SP5448_00390	0	24	24	393	0.973000	U
cds_SP5448_00395	1	36	32	499	0.993000	E
cds_SP5448_00400	0	19	19	342	0.961000	U
cds_SP5448_00405	0	25	25	486	0.974000	U
cds_SP5448_00410	0	16	16	171	0.983000	U
cds_SP5448_00415	0	29	29	424	0.996000	E
cds_SP5448_00420	1	117	97	1135	1.000000	E
cds_SP5448_00425	4	46	18	216	0.001000	NE
cds_SP5448_00430	0	15	15	181	0.970000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.986000	U
cds_SP5448_00445	0	19	19	378	0.934000	U
cds_SP5448_00450	0	67	67	919	1.000000	E
cds_SP5448_00455	0	23	23	380	0.973000	U
cds_SP5448_00465	46	91	5	98	0.000000	NE
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	50	186	10	153	0.000000	NE
cds_SP5448_00480	5	11	2	7	-1.000000	S
cds_SP5448_00485	1	3	1	2	-1.000000	S
cds_SP5448_00490	1	4	3	14	-1.000000	S
cds_SP5448_00495	0	3	3	31	-1.000000	S
cds_SP5448_00500	0	5	5	55	-1.000000	S
cds_SP5448_00505	0	2	2	49	-1.000000	S
cds_SP5448_00510	1	5	3	40	-1.000000	S
cds_SP5448_00515	1	2	1	2	-1.000000	S
cds_SP5448_00520	0	3	3	30	-1.000000	S
cds_SP5448_00525	0	5	5	55	-1.000000	S
cds_SP5448_00530	1	2	1	2	-1.000000	S
cds_SP5448_00535	0	4	4	61	-1.000000	S
cds_SP5448_00540	0	2	2	4	-1.000000	S
cds_SP5448_00545	0	12	12	164	0.951000	U
cds_SP5448_00550	4	19	4	68	0.000000	NE
cds_SP5448_00555	5	14	4	19	0.000000	NE
cds_SP5448_00560	4	47	21	165	0.001000	NE
cds_SP5448_00565	8	42	7	102	0.000000	NE
cds_SP5448_00570	15	69	16	180	0.001000	NE
cds_SP5448_00575	7	25	8	125	0.001000	NE
cds_SP5448_00580	1	76	75	1254	1.000000	E
cds_SP5448_00585	9	170	57	792	1.000000	E
cds_SP5448_00590	1	159	127	2737	1.000000	E
cds_SP5448_00595	3	187	110	2091	1.000000	E
cds_SP5448_00600	8	29	13	140	0.001000	NE
cds_SP5448_00605	16	73	14	208	0.001000	NE
cds_SP5448_00610	25	86	13	80	0.001000	NE
cds_SP5448_00615	7	26	9	107	0.001000	NE
cds_SP5448_00620	8	33	6	60	0.000000	NE
cds_SP5448_00625	4	23	15	170	0.024000	NE
cds_SP5448_00630	22	41	4	31	0.000000	NE
cds_SP5448_00635	17	28	4	43	0.000000	NE
cds_SP5448_00640	28	58	5	91	0.000000	NE
cds_SP5448_00645	2	77	63	880	1.000000	E
cds_SP5448_00650	12	26	4	46	0.000000	NE
cds_SP5448_00655	19	50	8	94	0.000000	NE
cds_SP5448_00660	16	62	16	219	0.001000	NE
cds_SP5448_00670	12	22	3	31	0.000000	NE
cds_SP5448_00675	6	25	10	119	0.001000	NE
cds_SP5448_00680	10	28	4	100	0.000000	NE
cds_SP5448_00685	12	32	9	84	0.001000	NE
cds_SP5448_00690	8	37	9	117	0.001000	NE
cds_SP5448_00695	8	43	9	149	0.001000	NE
cds_SP5448_00700	8	49	16	275	0.024000	NE
cds_SP5448_00705	33	115	14	137	0.001000	NE
cds_SP5448_00710	70	203	10	129	0.000000	NE
cds_SP5448_00715	9	56	18	159	0.001000	NE
cds_SP5448_00720	21	85	26	304	0.600000	U
cds_SP5448_00725	12	66	12	154	0.001000	NE
cds_SP5448_00730	19	63	7	119	0.000000	NE
cds_SP5448_00735	28	84	17	354	0.125000	U
cds_SP5448_00740	1	10	7	96	0.003000	NE
cds_SP5448_00745	9	20	4	92	0.000000	NE
cds_SP5448_00750	19	63	14	177	0.001000	NE
cds_SP5448_00755	13	65	15	155	0.001000	NE
cds_SP5448_00760	24	97	9	170	0.000000	NE
cds_SP5448_00765	19	68	9	163	0.000000	NE
cds_SP5448_00770	23	77	13	187	0.001000	NE
cds_SP5448_00775	14	41	10	180	0.001000	NE
cds_SP5448_00780	11	48	7	96	0.000000	NE
cds_SP5448_00785	24	59	6	46	0.000000	NE
cds_SP5448_00790	7	22	7	72	0.000000	NE
cds_SP5448_00795	20	76	8	60	0.000000	NE
cds_SP5448_00800	7	27	6	52	0.000000	NE
cds_SP5448_00805	53	168	13	116	0.001000	NE
cds_SP5448_00810	12	37	6	53	0.000000	NE
cds_SP5448_00815	7	38	8	92	0.000000	NE
cds_SP5448_00820	31	75	10	132	0.001000	NE
cds_SP5448_00825	11	26	6	78	0.000000	NE
cds_SP5448_00830	27	92	13	269	0.001000	NE
cds_SP5448_00835	33	95	9	147	0.000000	NE
cds_SP5448_00840	16	42	7	96	0.000000	NE
cds_SP5448_00845	22	75	10	147	0.001000	NE
cds_SP5448_00850	21	62	8	112	0.000000	NE
cds_SP5448_00855	18	71	16	351	0.120000	U
cds_SP5448_00860	15	57	6	116	0.000000	NE
cds_SP5448_00865	3	23	20	500	0.887000	U
cds_SP5448_00870	31	97	9	142	0.000000	NE
cds_SP5448_00875	1	54	52	454	1.000000	E
cds_SP5448_00880	44	126	10	149	0.000000	NE
cds_SP5448_00885	8	35	9	131	0.001000	NE
cds_SP5448_00890	3	15	5	60	0.000000	NE
cds_SP5448_00900	2	11	5	40	-1.000000	S
cds_SP5448_00905	26	78	13	253	0.002000	NE
cds_SP5448_00910	2	115	90	1898	1.000000	E
cds_SP5448_00915	16	71	12	301	0.026000	NE
cds_SP5448_00920	7	17	3	29	0.000000	NE
cds_SP5448_00925	11	33	5	80	0.000000	NE
cds_SP5448_00930	5	28	8	202	0.000000	NE
cds_SP5448_00935	15	40	8	147	0.000000	NE
cds_SP5448_00940	12	32	4	69	0.000000	NE
cds_SP5448_00945	44	127	9	88	0.000000	NE
cds_SP5448_00950	26	74	8	196	0.000000	NE
cds_SP5448_00955	16	63	10	98	0.001000	NE
cds_SP5448_00960	28	106	11	206	0.001000	NE
cds_SP5448_00965	8	160	48	831	1.000000	E
cds_SP5448_00970	10	24	6	77	0.000000	NE
cds_SP5448_00975	5	34	8	106	0.000000	NE
cds_SP5448_00980	9	16	3	59	0.000000	NE
cds_SP5448_00985	39	128	13	147	0.001000	NE
cds_SP5448_00990	22	48	8	152	0.000000	NE
cds_SP5448_00995	3	8	3	93	-1.000000	S
cds_SP5448_01000	7	16	4	33	0.000000	NE
cds_SP5448_01005	26	49	5	28	0.000000	NE
cds_SP5448_01010	3	10	2	13	0.000000	NE
cds_SP5448_01015	18	76	10	169	0.001000	NE
cds_SP5448_01020	14	53	10	198	0.001000	NE
cds_SP5448_01025	19	58	8	131	0.000000	NE
cds_SP5448_01030	18	39	5	93	0.000000	NE
cds_SP5448_01035	23	74	7	140	0.000000	NE
cds_SP5448_01045	16	60	10	123	0.001000	NE
cds_SP5448_01050	5	18	6	148	0.000000	NE
cds_SP5448_01055	6	40	10	86	0.001000	NE
cds_SP5448_01060	15	45	6	68	0.000000	NE
cds_SP5448_01065	0	27	27	509	0.981000	U
cds_SP5448_01070	36	86	10	180	0.001000	NE
cds_SP5448_01075	35	80	8	114	0.000000	NE
cds_SP5448_01085	1	75	71	1266	1.000000	E
cds_SP5448_01090	45	128	9	93	0.000000	NE
cds_SP5448_01095	24	46	5	50	0.000000	NE
cds_SP5448_01100	13	32	4	32	0.000000	NE
cds_SP5448_01105	1	3	2	66	-1.000000	S
cds_SP5448_01115	20	57	10	137	0.001000	NE
cds_SP5448_01120	0	58	58	879	1.000000	E
cds_SP5448_01125	1	70	53	741	1.000000	E
cds_SP5448_01130	6	35	16	216	0.001000	NE
cds_SP5448_01135	19	115	15	344	0.057000	U
cds_SP5448_01140	17	105	21	391	0.221000	U
cds_SP5448_01145	8	40	9	154	0.001000	NE
cds_SP5448_01150	3	26	16	208	0.001000	NE
cds_SP5448_01155	16	75	7	115	0.000000	NE
cds_SP5448_01160	0	27	27	491	0.985000	U
cds_SP5448_01165	17	50	7	85	0.000000	NE
cds_SP5448_01170	3	80	37	705	0.997000	E
cds_SP5448_01175	53	122	8	108	0.000000	NE
cds_SP5448_01180	48	131	17	192	0.001000	NE
cds_SP5448_01185	30	61	4	39	0.000000	NE
cds_SP5448_01190	0	19	19	347	0.959000	U
cds_SP5448_01195	7	47	18	308	0.299000	U
cds_SP5448_01200	1	48	45	879	1.000000	E
cds_SP5448_01205	0	11	11	126	-1.000000	S
cds_SP5448_01210	10	41	10	118	0.001000	NE
cds_SP5448_01215	21	67	11	186	0.001000	NE
cds_SP5448_01220	19	61	9	122	0.000000	NE
cds_SP5448_01225	15	50	6	80	0.000000	NE
cds_SP5448_01230	15	54	12	115	0.001000	NE
cds_SP5448_01235	24	68	9	88	0.000000	NE
cds_SP5448_01240	25	65	6	69	0.000000	NE
cds_SP5448_01245	20	53	6	128	0.000000	NE
cds_SP5448_01250	9	44	9	254	0.002000	NE
cds_SP5448_01255	7	35	7	104	0.000000	NE
cds_SP5448_01260	6	38	15	361	0.258000	U
cds_SP5448_01270	1	56	52	798	1.000000	E
cds_SP5448_01275	1	35	26	552	0.965000	U
cds_SP5448_01280	2	44	23	322	0.806000	U
cds_SP5448_01285	12	75	11	182	0.001000	NE
cds_SP5448_01290	29	71	9	108	0.000000	NE
cds_SP5448_01295	9	56	10	162	0.001000	NE
cds_SP5448_01300	52	205	12	140	0.001000	NE
cds_SP5448_01305	1	28	22	323	0.936000	U
cds_SP5448_01310	1	30	29	462	0.990000	E
cds_SP5448_01315	1	89	45	1074	1.000000	E
cds_SP5448_01320	0	59	59	1006	1.000000	E
cds_SP5448_01330	0	30	30	735	0.994000	E
cds_SP5448_01335	0	105	105	1521	1.000000	E
cds_SP5448_01340	50	131	6	100	0.000000	NE
cds_SP5448_01345	27	65	7	81	0.000000	NE
cds_SP5448_01350	8	46	10	171	0.001000	NE
cds_SP5448_01355	1	92	88	1086	1.000000	E
cds_SP5448_01365	2	49	46	713	1.000000	E
cds_SP5448_01370	4	76	47	827	1.000000	E
cds_SP5448_01375	0	62	62	1222	1.000000	E
cds_SP5448_01380	0	23	23	457	0.962000	U
cds_SP5448_01385	1	87	49	775	0.999000	E
cds_SP5448_01390	46	100	7	85	0.000000	NE
cds_SP5448_01395	47	111	7	70	0.000000	NE
cds_SP5448_01400	27	110	10	166	0.000000	NE
cds_SP5448_01405	35	133	12	138	0.001000	NE
cds_SP5448_01410	24	76	13	212	0.001000	NE
cds_SP5448_01415	15	60	8	140	0.000000	NE
cds_SP5448_01420	11	54	10	151	0.001000	NE
cds_SP5448_01425	1	6	4	53	-1.000000	S
cds_SP5448_01435	47	91	8	135	0.000000	NE
cds_SP5448_01440	0	2	2	59	-1.000000	S
cds_SP5448_01445	46	186	15	325	0.020000	NE
cds_SP5448_01450	8	11	1	2	-1.000000	S
cds_SP5448_01455	3	7	3	19	-1.000000	S
cds_SP5448_01460	2	7	4	43	-1.000000	S
cds_SP5448_01465	17	44	8	84	0.000000	NE
cds_SP5448_01470	14	55	10	140	0.001000	NE
cds_SP5448_01475	6	76	30	264	0.262000	U
cds_SP5448_01480	8	31	11	113	0.001000	NE
cds_SP5448_01485	14	41	13	148	0.001000	NE
cds_SP5448_01490	15	69	18	264	0.012000	NE
cds_SP5448_01495	8	59	18	519	0.329000	U
cds_SP5448_01500	4	30	16	202	0.001000	NE
cds_SP5448_01505	31	91	10	236	0.001000	NE
cds_SP5448_01510	15	61	12	103	0.001000	NE
cds_SP5448_01515	0	3	3	55	-1.000000	S
cds_SP5448_01520	1	48	47	820	0.999000	E
cds_SP5448_01525	4	16	7	70	0.000000	NE
cds_SP5448_01530	36	77	9	116	0.000000	NE
cds_SP5448_01540	1	24	17	203	0.002000	NE
cds_SP5448_01545	1	85	82	1638	1.000000	E
cds_SP5448_01550	15	50	5	71	0.000000	NE
cds_SP5448_01555	20	70	9	163	0.000000	NE
cds_SP5448_01560	1	57	56	1191	1.000000	E
cds_SP5448_01565	23	58	12	110	0.001000	NE
cds_SP5448_01570	2	24	19	262	0.237000	U
cds_SP5448_01575	1	96	78	1116	1.000000	E
cds_SP5448_01580	2	116	75	1037	1.000000	E
cds_SP5448_01585	0	19	19	224	0.983000	U
cds_SP5448_01590	1	52	47	646	1.000000	E
cds_SP5448_01595	9	39	10	85	0.001000	NE
cds_SP5448_01600	2	70	65	960	1.000000	E
cds_SP5448_01605	4	13	5	75	0.000000	NE
cds_SP5448_01610	22	66	9	104	0.000000	NE
cds_SP5448_01615	13	53	18	241	0.001000	NE
cds_SP5448_01620	42	103	6	39	0.000000	NE
cds_SP5448_01625	7	48	12	206	0.001000	NE
cds_SP5448_01630	13	60	14	164	0.001000	NE
cds_SP5448_01635	1	25	24	502	0.951000	U
cds_SP5448_01640	19	45	5	86	0.000000	NE
cds_SP5448_01645	11	44	9	137	0.001000	NE
cds_SP5448_01650	3	13	4	97	0.000000	NE
cds_SP5448_01655	13	32	8	61	0.000000	NE
cds_SP5448_01660	3	18	7	69	0.000000	NE
cds_SP5448_01665	37	158	13	117	0.001000	NE
cds_SP5448_01670	13	57	12	150	0.001000	NE
cds_SP5448_01675	22	94	13	126	0.001000	NE
cds_SP5448_01680	3	60	27	348	0.868000	U
cds_SP5448_01685	6	69	21	253	0.007000	NE
cds_SP5448_01690	8	59	13	147	0.001000	NE
cds_SP5448_01695	25	72	7	66	0.000000	NE
cds_SP5448_01700	17	142	23	401	0.229000	U
cds_SP5448_01705	13	61	11	189	0.001000	NE
cds_SP5448_01710	12	43	10	114	0.001000	NE
cds_SP5448_01715	43	147	12	173	0.001000	NE
cds_SP5448_01720	1	44	40	518	1.000000	E
cds_SP5448_01725	1	74	41	485	0.999000	E
cds_SP5448_01730	3	22	7	91	0.000000	NE
cds_SP5448_01735	0	51	51	544	1.000000	E
cds_SP5448_01740	44	181	21	325	0.080000	U
cds_SP5448_01745	9	54	12	104	0.001000	NE
cds_SP5448_01750	1	19	10	116	0.001000	NE
cds_SP5448_01755	17	51	8	114	0.000000	NE
cds_SP5448_01760	30	84	5	92	0.000000	NE
cds_SP5448_01765	9	24	3	41	0.000000	NE
cds_SP5448_01770	0	13	13	285	0.945000	U
cds_SP5448_01775	2	31	18	236	0.010000	NE
cds_SP5448_01780	0	16	16	207	0.977000	U
cds_SP5448_01785	12	39	8	158	0.000000	NE
cds_SP5448_01790	1	59	52	760	1.000000	E
cds_SP5448_01795	45	164	19	407	0.059000	U
cds_SP5448_01800	15	65	15	209	0.001000	NE
cds_SP5448_01805	3	26	12	168	0.001000	NE
cds_SP5448_01810	1	31	22	423	0.869000	U
cds_SP5448_01815	0	25	25	377	0.984000	U
cds_SP5448_01820	3	34	27	338	0.983000	U
cds_SP5448_01825	12	68	17	219	0.001000	NE
cds_SP5448_01830	14	86	23	422	0.439000	U
cds_SP5448_01835	36	111	12	167	0.001000	NE
cds_SP5448_01845	85	222	9	98	0.000000	NE
cds_SP5448_01850	14	44	8	103	0.000000	NE
cds_SP5448_01855	6	58	18	334	0.296000	U
cds_SP5448_01860	23	45	7	65	0.000000	NE
cds_SP5448_01865	16	31	4	36	0.000000	NE
cds_SP5448_01875	1	157	145	2201	1.000000	E
cds_SP5448_01880	0	27	27	330	0.994000	E
cds_SP5448_01885	1	84	62	778	1.000000	E
cds_SP5448_01890	36	111	12	227	0.001000	NE
cds_SP5448_01895	83	277	14	169	0.001000	NE
cds_SP5448_01900	22	72	13	125	0.001000	NE
cds_SP5448_01905	11	53	15	322	0.174000	U
cds_SP5448_01910	22	78	9	155	0.000000	NE
cds_SP5448_01915	14	48	9	183	0.001000	NE
cds_SP5448_01920	40	133	10	164	0.000000	NE
cds_SP5448_01925	42	134	12	183	0.001000	NE
cds_SP5448_01930	25	51	3	26	0.000000	NE
cds_SP5448_01935	13	56	8	93	0.000000	NE
cds_SP5448_01940	33	102	17	278	0.012000	NE
cds_SP5448_01945	16	153	20	216	0.001000	NE
cds_SP5448_01950	19	69	8	74	0.000000	NE
cds_SP5448_01955	33	83	6	63	0.000000	NE
cds_SP5448_01960	22	81	19	278	0.035000	NE
cds_SP5448_01965	33	98	8	177	0.000000	NE
cds_SP5448_01970	10	50	14	101	0.001000	NE
cds_SP5448_01975	1	81	72	1013	1.000000	E
cds_SP5448_01980	1	62	48	648	1.000000	E
cds_SP5448_01985	14	50	10	110	0.001000	NE
cds_SP5448_01990	2	9	5	148	0.000000	NE
cds_SP5448_01995	0	12	12	262	0.970000	U
cds_SP5448_02000	0	76	76	1458	1.000000	E
cds_SP5448_02005	2	62	48	1112	1.000000	E
cds_SP5448_02010	11	20	4	49	0.000000	NE
cds_SP5448_02015	4	18	8	122	0.001000	NE
cds_SP5448_02020	18	48	6	62	0.000000	NE
cds_SP5448_02025	9	55	12	139	0.001000	NE
cds_SP5448_02030	6	55	24	202	0.001000	NE
cds_SP5448_02035	0	81	81	1032	1.000000	E
cds_SP5448_02040	5	32	26	456	0.965000	U
cds_SP5448_02045	3	94	56	1000	1.000000	E
cds_SP5448_02050	2	63	60	1100	1.000000	E
cds_SP5448_02055	0	49	49	783	1.000000	E
cds_SP5448_02060	1	32	16	238	0.006000	NE
cds_SP5448_02065	0	72	72	963	1.000000	E
cds_SP5448_02070	0	14	14	217	0.957000	U
cds_SP5448_02075	1	67	55	752	1.000000	E
cds_SP5448_02080	0	72	72	919	1.000000	E
cds_SP5448_02085	1	48	36	503	0.998000	E
cds_SP5448_02090	0	70	70	1224	1.000000	E
cds_SP5448_02095	1	22	19	386	0.876000	U
cds_SP5448_02100	1	20	12	170	0.001000	NE
cds_SP5448_02105	1	74	73	1348	1.000000	E
cds_SP5448_02110	1	45	28	566	0.949000	U
cds_SP5448_02115	1	48	28	440	0.939000	U
cds_SP5448_02120	2	72	70	1245	1.000000	E
cds_SP5448_02125	3	23	8	108	0.001000	NE
cds_SP5448_02130	2	54	42	713	0.999000	E
cds_SP5448_02135	3	44	20	218	0.001000	NE
cds_SP5448_02140	8	48	11	215	0.001000	NE
cds_SP5448_02145	19	48	7	100	0.000000	NE
cds_SP5448_02150	41	120	12	188	0.001000	NE
cds_SP5448_02155	0	43	43	452	1.000000	E
cds_SP5448_02160	20	48	6	74	0.000000	NE
cds_SP5448_02165	28	100	8	89	0.000000	NE
cds_SP5448_02170	6	29	10	82	0.001000	NE
cds_SP5448_02175	8	27	7	96	0.000000	NE
cds_SP5448_02180	12	46	9	101	0.001000	NE
cds_SP5448_02185	21	99	10	85	0.001000	NE
cds_SP5448_02190	0	60	60	768	1.000000	E
cds_SP5448_02195	16	45	6	126	0.000000	NE
cds_SP5448_02200	0	4	4	41	-1.000000	S
cds_SP5448_02205	22	72	7	129	0.000000	NE
cds_SP5448_02210	10	50	14	152	0.001000	NE
cds_SP5448_02215	16	34	4	24	0.000000	NE
cds_SP5448_02220	2	24	12	169	0.001000	NE
cds_SP5448_02230	7	31	12	118	0.001000	NE
cds_SP5448_02235	1	12	11	172	0.749000	U
cds_SP5448_02240	0	18	18	265	0.985000	U
cds_SP5448_02250	1	13	12	168	0.856000	U
cds_SP5448_02255	3	23	10	196	0.001000	NE
cds_SP5448_02265	2	18	14	157	0.735000	U
cds_SP5448_02270	1	13	7	128	0.001000	NE
cds_SP5448_02275	12	77	13	179	0.001000	NE
cds_SP5448_02280	7	37	15	166	0.001000	NE
cds_SP5448_02285	4	39	13	264	0.010000	NE
cds_SP5448_02290	28	130	21	249	0.001000	NE
cds_SP5448_02295	24	177	23	311	0.116000	U
cds_SP5448_02300	4	12	3	43	0.000000	NE
cds_SP5448_02305	15	93	18	257	0.004000	NE
cds_SP5448_02315	6	25	5	41	0.000000	NE
cds_SP5448_02320	15	70	19	218	0.001000	NE
cds_SP5448_02325	4	17	6	85	0.003000	NE
cds_SP5448_02330	13	32	7	78	0.000000	NE
cds_SP5448_02335	9	31	6	80	0.000000	NE
cds_SP5448_02340	28	108	10	119	0.000000	NE
cds_SP5448_02345	54	131	8	139	0.000000	NE
cds_SP5448_02350	37	119	8	95	0.000000	NE
cds_SP5448_02355	7	19	6	46	0.000000	NE
cds_SP5448_02360	8	17	4	158	0.000000	NE
cds_SP5448_02365	6	30	18	211	0.001000	NE
cds_SP5448_02370	20	61	10	198	0.001000	NE
cds_SP5448_02375	6	31	5	67	0.000000	NE
cds_SP5448_02380	10	25	7	108	0.000000	NE
cds_SP5448_02385	12	30	7	93	0.000000	NE
cds_SP5448_02390	8	36	19	212	0.005000	NE
cds_SP5448_02395	11	45	6	23	0.000000	NE
cds_SP5448_02400	6	25	5	139	0.000000	NE
cds_SP5448_02405	8	26	9	74	0.001000	NE
cds_SP5448_02410	93	316	15	170	0.001000	NE
cds_SP5448_02415	27	78	10	97	0.001000	NE
cds_SP5448_02420	36	148	9	75	0.000000	NE
cds_SP5448_02425	26	80	6	64	0.000000	NE
cds_SP5448_02430	21	59	10	162	0.001000	NE
cds_SP5448_02435	41	131	13	230	0.001000	NE
cds_SP5448_02445	21	40	4	26	0.000000	NE
cds_SP5448_02450	4	17	5	93	0.000000	NE
cds_SP5448_02455	2	12	5	58	0.000000	NE
cds_SP5448_02460	4	11	3	11	-1.000000	S
cds_SP5448_02465	26	97	23	315	0.371000	U
cds_SP5448_02470	44	118	11	97	0.001000	NE
cds_SP5448_02475	3	9	5	135	0.075000	U
cds_SP5448_02480	3	50	33	320	0.989000	U
cds_SP5448_02485	0	65	65	1141	1.000000	E
cds_SP5448_02490	0	17	17	291	0.980000	U
