# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0899-v0M1_gene_tas.txt -m 4 -s 1000
#FDR Corrected thresholds: 0.99 0.031
#MH Acceptance-Rate:	35.54%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.792360
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	1.000000	E
cds_SP5448_00010	0	102	102	1119	1.000000	E
cds_SP5448_00015	0	15	15	183	0.958000	U
cds_SP5448_00020	4	80	50	706	0.992000	E
cds_SP5448_00025	0	56	56	565	0.994000	E
cds_SP5448_00030	52	265	27	346	0.047000	U
cds_SP5448_00035	5	30	9	76	0.001000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	10	128	30	296	0.190000	U
cds_SP5448_00055	0	130	130	1266	1.000000	E
cds_SP5448_00060	0	55	55	528	0.999000	E
cds_SP5448_00065	2	138	130	1863	1.000000	E
cds_SP5448_00070	3	156	146	1395	1.000000	E
cds_SP5448_00080	31	91	15	254	0.002000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	33	186	14	208	0.001000	NE
cds_SP5448_00095	3	11	3	31	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	1	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	1.000000	E
cds_SP5448_00190	0	61	61	956	1.000000	E
cds_SP5448_00195	2	65	27	332	0.537000	U
cds_SP5448_00200	0	86	86	991	1.000000	E
cds_SP5448_00205	2	22	14	131	0.006000	NE
cds_SP5448_00210	9	48	9	109	0.001000	NE
cds_SP5448_00215	23	171	19	331	0.018000	NE
cds_SP5448_00220	21	95	14	210	0.001000	NE
cds_SP5448_00225	12	49	8	250	0.001000	NE
cds_SP5448_00230	6	29	8	174	0.000000	NE
cds_SP5448_00235	18	61	15	311	0.038000	U
cds_SP5448_00240	24	92	10	128	0.001000	NE
cds_SP5448_00245	16	58	13	269	0.005000	NE
cds_SP5448_00250	1	17	15	468	0.577000	U
cds_SP5448_00255	14	38	11	421	0.104000	U
cds_SP5448_00260	45	173	15	138	0.001000	NE
cds_SP5448_00265	4	57	20	552	0.221000	U
cds_SP5448_00270	23	90	13	122	0.001000	NE
cds_SP5448_00280	1	78	53	634	0.995000	E
cds_SP5448_00285	10	41	14	183	0.001000	NE
cds_SP5448_00290	0	38	38	386	0.992000	E
cds_SP5448_00295	2	150	130	1520	1.000000	E
cds_SP5448_00300	18	148	49	824	0.962000	U
cds_SP5448_00305	17	67	12	157	0.001000	NE
cds_SP5448_00310	40	106	7	83	0.000000	NE
cds_SP5448_00315	0	13	13	288	0.933000	U
cds_SP5448_00320	0	31	31	613	0.945000	U
cds_SP5448_00325	0	31	31	613	0.938000	U
cds_SP5448_00330	0	15	15	287	0.943000	U
cds_SP5448_00335	0	47	47	828	0.997000	E
cds_SP5448_00340	0	14	14	273	0.928000	U
cds_SP5448_00345	0	20	20	333	0.940000	U
cds_SP5448_00350	0	34	34	640	0.954000	U
cds_SP5448_00355	0	27	27	409	0.931000	U
cds_SP5448_00360	0	7	7	192	0.885000	U
cds_SP5448_00365	0	22	22	252	0.982000	U
cds_SP5448_00370	0	21	21	333	0.950000	U
cds_SP5448_00375	0	22	22	298	0.975000	U
cds_SP5448_00380	0	34	34	532	0.965000	U
cds_SP5448_00385	0	10	10	180	0.904000	U
cds_SP5448_00390	0	24	24	393	0.908000	U
cds_SP5448_00395	0	36	36	528	0.970000	U
cds_SP5448_00400	0	19	19	342	0.902000	U
cds_SP5448_00405	0	25	25	486	0.870000	U
cds_SP5448_00410	0	16	16	171	0.950000	U
cds_SP5448_00415	0	29	29	424	0.955000	U
cds_SP5448_00420	0	117	117	1297	1.000000	E
cds_SP5448_00425	1	46	31	433	0.898000	U
cds_SP5448_00430	0	15	15	181	0.937000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.930000	U
cds_SP5448_00445	0	19	19	378	0.852000	U
cds_SP5448_00450	0	67	67	919	0.999000	E
cds_SP5448_00455	0	23	23	380	0.910000	U
cds_SP5448_00465	34	91	12	210	0.001000	NE
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	27	186	14	203	0.001000	NE
