# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0882-v0M1_gene_tas.txt -m 16 -s 1000
#FDR Corrected thresholds: 0.998 0.02
#MH Acceptance-Rate:	28.35%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.882054
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	0	106	106	1312	0.987000	U
cds_SP5448_00010	0	102	102	1119	0.979000	U
cds_SP5448_00015	1	15	14	174	0.864000	U
cds_SP5448_00020	2	80	51	717	0.653000	U
cds_SP5448_00025	0	56	56	565	0.870000	U
cds_SP5448_00030	20	265	35	440	0.033000	U
cds_SP5448_00035	1	30	20	186	0.005000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	6	128	54	561	0.421000	U
cds_SP5448_00055	0	130	130	1266	0.977000	U
cds_SP5448_00060	0	55	55	528	0.863000	U
cds_SP5448_00065	0	138	138	1974	1.000000	E
cds_SP5448_00070	2	156	74	796	0.741000	U
cds_SP5448_00080	22	91	15	254	0.001000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	16	186	33	526	0.058000	U
cds_SP5448_00095	1	11	7	61	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	1	5	4	56	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	1	6	3	34	-1.000000	S
cds_SP5448_00140	1	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	1	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	0	87	87	1180	0.986000	U
cds_SP5448_00190	0	61	61	956	0.932000	U
cds_SP5448_00195	0	65	65	751	0.890000	U
cds_SP5448_00200	0	86	86	991	0.964000	U
cds_SP5448_00205	0	22	22	210	0.953000	U
cds_SP5448_00210	1	48	35	591	0.594000	U
cds_SP5448_00215	11	171	37	762	0.120000	U
cds_SP5448_00220	13	95	17	237	0.001000	NE
cds_SP5448_00225	6	49	11	275	0.014000	NE
cds_SP5448_00230	3	29	16	272	0.027000	U
cds_SP5448_00235	9	61	15	311	0.051000	U
cds_SP5448_00240	15	92	14	184	0.001000	NE
cds_SP5448_00245	9	58	20	460	0.137000	U
cds_SP5448_00250	1	17	15	468	0.581000	U
cds_SP5448_00255	11	38	13	463	0.180000	U
cds_SP5448_00260	27	173	18	179	0.001000	NE
cds_SP5448_00265	3	57	20	552	0.158000	U
cds_SP5448_00270	8	90	40	348	0.310000	U
cds_SP5448_00280	1	78	53	634	0.660000	U
cds_SP5448_00285	7	41	20	223	0.002000	NE
cds_SP5448_00290	0	38	38	386	0.875000	U
cds_SP5448_00295	1	150	148	1752	0.996000	U
cds_SP5448_00300	9	148	55	936	0.545000	U
cds_SP5448_00305	9	67	16	310	0.096000	U
cds_SP5448_00310	27	106	18	195	0.001000	NE
cds_SP5448_00315	0	13	13	288	0.940000	U
cds_SP5448_00320	0	31	31	613	0.689000	U
cds_SP5448_00325	0	31	31	613	0.692000	U
cds_SP5448_00330	0	15	15	287	0.943000	U
cds_SP5448_00335	0	47	47	828	0.891000	U
cds_SP5448_00340	0	14	14	273	0.941000	U
cds_SP5448_00345	0	20	20	333	0.878000	U
cds_SP5448_00350	0	34	34	640	0.739000	U
cds_SP5448_00355	0	27	27	409	0.758000	U
cds_SP5448_00360	0	7	7	192	0.933000	U
cds_SP5448_00365	0	22	22	252	0.955000	U
cds_SP5448_00370	0	21	21	333	0.873000	U
cds_SP5448_00375	0	22	22	298	0.940000	U
cds_SP5448_00380	0	34	34	532	0.748000	U
cds_SP5448_00385	0	10	10	180	0.931000	U
cds_SP5448_00390	0	24	24	393	0.766000	U
cds_SP5448_00395	0	36	36	528	0.736000	U
cds_SP5448_00400	0	19	19	342	0.836000	U
cds_SP5448_00405	0	25	25	486	0.658000	U
cds_SP5448_00410	0	16	16	171	0.950000	U
cds_SP5448_00415	0	29	29	424	0.732000	U
cds_SP5448_00420	0	117	117	1297	0.988000	U
cds_SP5448_00425	0	46	46	628	0.820000	U
cds_SP5448_00430	0	15	15	181	0.937000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.809000	U
cds_SP5448_00445	0	19	19	378	0.758000	U
cds_SP5448_00450	0	67	67	919	0.930000	U
cds_SP5448_00455	0	23	23	380	0.795000	U
cds_SP5448_00465	21	91	15	254	0.001000	NE
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	17	186	33	526	0.056000	U
cds_SP5448_00480	2	11	5	32	-1.000000	S
cds_SP5448_00485	0	3	3	59	-1.000000	S
cds_SP5448_00490	1	4	3	14	-1.000000	S
cds_SP5448_00495	0	3	3	31	-1.000000	S
cds_SP5448_00500	0	5	5	55	-1.000000	S
cds_SP5448_00505	0	2	2	49	-1.000000	S
cds_SP5448_00510	1	5	3	40	-1.000000	S
cds_SP5448_00515	1	2	1	2	-1.000000	S
cds_SP5448_00520	0	3	3	30	-1.000000	S
cds_SP5448_00525	0	5	5	55	-1.000000	S
cds_SP5448_00530	0	2	2	56	-1.000000	S
cds_SP5448_00535	0	4	4	61	-1.000000	S
cds_SP5448_00540	0	2	2	4	-1.000000	S
cds_SP5448_00545	0	12	12	164	0.956000	U
cds_SP5448_00550	2	19	11	161	0.001000	NE
cds_SP5448_00555	1	14	11	212	0.808000	U
cds_SP5448_00560	0	47	47	433	0.872000	U
cds_SP5448_00565	1	42	40	686	0.761000	U
cds_SP5448_00570	3	69	32	346	0.284000	U
cds_SP5448_00575	2	25	22	361	0.731000	U
cds_SP5448_00580	1	76	75	1254	0.987000	U
cds_SP5448_00585	4	170	93	1305	0.975000	U
cds_SP5448_00590	0	159	159	3545	1.000000	E
cds_SP5448_00595	1	187	114	2184	1.000000	E
cds_SP5448_00600	3	29	22	271	0.124000	U
cds_SP5448_00605	5	73	34	436	0.283000	U
cds_SP5448_00610	12	86	19	148	0.001000	NE
cds_SP5448_00615	4	26	9	107	0.001000	NE
cds_SP5448_00620	3	33	9	110	0.001000	NE
cds_SP5448_00625	1	23	20	192	0.178000	U
cds_SP5448_00630	6	41	12	102	0.001000	NE
cds_SP5448_00635	9	28	4	28	0.000000	NE
cds_SP5448_00640	17	58	8	109	0.000000	NE
cds_SP5448_00645	1	77	71	1010	0.942000	U
cds_SP5448_00650	4	26	8	91	0.001000	NE
cds_SP5448_00655	6	50	16	263	0.006000	NE
cds_SP5448_00660	2	62	36	516	0.343000	U
cds_SP5448_00670	5	22	7	91	0.000000	NE
cds_SP5448_00675	1	25	22	274	0.690000	U
cds_SP5448_00680	3	28	14	328	0.278000	U
cds_SP5448_00685	4	32	16	201	0.001000	NE
cds_SP5448_00690	2	37	19	251	0.006000	NE
cds_SP5448_00695	4	43	20	440	0.207000	U
cds_SP5448_00700	4	49	25	478	0.264000	U
cds_SP5448_00705	10	115	26	323	0.085000	U
cds_SP5448_00710	29	203	14	183	0.001000	NE
cds_SP5448_00715	4	56	37	371	0.590000	U
cds_SP5448_00720	6	85	34	372	0.219000	U
cds_SP5448_00725	7	66	17	202	0.001000	NE
cds_SP5448_00730	11	63	10	138	0.001000	NE
cds_SP5448_00735	16	84	21	402	0.101000	U
cds_SP5448_00740	1	10	7	96	0.013000	NE
cds_SP5448_00745	1	20	16	268	0.145000	U
cds_SP5448_00750	7	63	14	177	0.001000	NE
cds_SP5448_00755	4	65	44	454	0.640000	U
cds_SP5448_00760	8	97	21	312	0.073000	U
cds_SP5448_00765	9	68	10	85	0.001000	NE
cds_SP5448_00770	6	77	37	600	0.355000	U
cds_SP5448_00775	6	41	17	337	0.259000	U
cds_SP5448_00780	6	48	13	149	0.001000	NE
cds_SP5448_00785	12	59	11	124	0.001000	NE
cds_SP5448_00790	5	22	7	72	0.000000	NE
cds_SP5448_00795	9	76	25	288	0.036000	U
cds_SP5448_00800	3	27	14	169	0.001000	NE
