# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0877-v0M1_gene_tas.txt -m 1 -s 1000
#FDR Corrected thresholds: 0.991 0.045
#MH Acceptance-Rate:	40.81%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.583977
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	4	106	32	351	0.999000	E
cds_SP5448_00010	4	102	31	381	0.997000	E
cds_SP5448_00015	2	15	7	70	0.000000	NE
cds_SP5448_00020	22	80	9	123	0.000000	NE
cds_SP5448_00025	5	56	16	172	0.002000	NE
cds_SP5448_00030	120	265	7	89	0.000000	NE
cds_SP5448_00035	9	30	5	43	0.000000	NE
cds_SP5448_00040	3	30	12	129	0.001000	NE
cds_SP5448_00050	47	128	6	47	0.000000	NE
cds_SP5448_00055	7	130	53	593	1.000000	E
cds_SP5448_00060	2	55	32	282	0.995000	E
cds_SP5448_00065	7	138	60	990	1.000000	E
cds_SP5448_00070	22	156	28	358	0.990000	U
cds_SP5448_00080	62	91	6	87	0.000000	NE
cds_SP5448_00085	1	2	1	2	-1.000000	S
cds_SP5448_00090	104	186	7	65	0.000000	NE
cds_SP5448_00095	9	11	1	2	-1.000000	S
cds_SP5448_00100	3	4	1	2	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	2	2	0	0	-1.000000	S
cds_SP5448_00130	1	3	1	2	-1.000000	S
cds_SP5448_00135	2	6	3	34	-1.000000	S
cds_SP5448_00140	2	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	2	6	4	45	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	3	5	1	2	-1.000000	S
cds_SP5448_00165	2	2	0	0	-1.000000	S
cds_SP5448_00170	2	4	2	8	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	6	87	36	422	1.000000	E
cds_SP5448_00190	6	61	20	316	0.930000	U
