# Copyright 2014. Michael A. DeJesus & Thomas R. Ioerger
# Version 1.21; http://saclab.tamu.edu/essentiality/
#
#Command used:	python /cbcb/sw/RedHat-7-x86_64/common/local/essentiality/1.0/bin/gumbelMH.py -f outputs/essentiality/hpgl0880-v0M1_gene_tas.txt -m 4 -s 1000
#FDR Corrected thresholds: 0.99 0.037
#MH Acceptance-Rate:	36.77%
#Total Iterations Performed:	22968
#Sample Size:	1000
#phi estimate:	0.748566
#Orf	k	n	r	s	zbar	Call
cds_SP5448_00005	1	106	105	1308	1.000000	E
cds_SP5448_00010	0	102	102	1119	1.000000	E
cds_SP5448_00015	1	15	14	174	0.876000	U
cds_SP5448_00020	7	80	23	337	0.331000	U
cds_SP5448_00025	0	56	56	565	1.000000	E
cds_SP5448_00030	64	265	22	284	0.010000	NE
cds_SP5448_00035	6	30	6	46	0.000000	NE
cds_SP5448_00040	1	30	17	160	0.001000	NE
cds_SP5448_00050	22	128	15	168	0.001000	NE
cds_SP5448_00055	0	130	130	1266	1.000000	E
cds_SP5448_00060	0	55	55	528	1.000000	E
cds_SP5448_00065	1	138	130	1863	1.000000	E
cds_SP5448_00070	8	156	47	362	0.980000	U
cds_SP5448_00080	41	91	6	87	0.000000	NE
cds_SP5448_00085	0	2	2	59	-1.000000	S
cds_SP5448_00090	41	186	14	231	0.001000	NE
cds_SP5448_00095	5	11	2	10	-1.000000	S
cds_SP5448_00100	1	4	3	59	-1.000000	S
cds_SP5448_00105	0	3	3	14	-1.000000	S
cds_SP5448_00110	2	5	3	47	-1.000000	S
cds_SP5448_00115	0	4	4	50	-1.000000	S
cds_SP5448_00120	1	4	3	47	-1.000000	S
cds_SP5448_00125	0	2	2	13	-1.000000	S
cds_SP5448_00130	0	3	3	27	-1.000000	S
cds_SP5448_00135	2	6	3	34	-1.000000	S
cds_SP5448_00140	2	3	1	2	-1.000000	S
cds_SP5448_00145	0	4	4	67	-1.000000	S
cds_SP5448_00150	1	6	5	58	-1.000000	S
cds_SP5448_00155	0	2	2	49	-1.000000	S
cds_SP5448_00160	2	5	3	40	-1.000000	S
cds_SP5448_00165	1	2	1	2	-1.000000	S
cds_SP5448_00170	1	4	3	14	-1.000000	S
cds_SP5448_00175	0	4	4	69	-1.000000	S
cds_SP5448_00180	0	5	5	74	-1.000000	S
cds_SP5448_00185	1	87	65	872	1.000000	E
cds_SP5448_00190	1	61	60	939	1.000000	E
cds_SP5448_00195	1	65	55	670	1.000000	E
cds_SP5448_00200	0	86	86	991	1.000000	E
cds_SP5448_00205	1	22	14	131	0.002000	NE
cds_SP5448_00210	10	48	11	282	0.023000	NE
cds_SP5448_00215	26	171	17	326	0.011000	NE
cds_SP5448_00220	27	95	17	237	0.001000	NE
cds_SP5448_00225	10	49	8	250	0.000000	NE
cds_SP5448_00230	6	29	12	192	0.001000	NE
cds_SP5448_00235	22	61	9	213	0.000000	NE
cds_SP5448_00240	35	92	5	55	0.000000	NE
cds_SP5448_00245	21	58	7	163	0.000000	NE
cds_SP5448_00250	2	17	7	191	0.000000	NE
cds_SP5448_00255	17	38	8	263	0.005000	NE
cds_SP5448_00260	58	173	14	172	0.001000	NE
cds_SP5448_00265	7	57	20	552	0.376000	U
cds_SP5448_00270	21	90	23	224	0.001000	NE
cds_SP5448_00280	2	78	40	434	0.984000	U
cds_SP5448_00285	15	41	10	119	0.001000	NE
cds_SP5448_00290	2	38	21	217	0.003000	NE
cds_SP5448_00295	4	150	72	825	1.000000	E
cds_SP5448_00300	29	148	16	263	0.002000	NE
cds_SP5448_00305	18	67	13	165	0.001000	NE
cds_SP5448_00310	45	106	7	83	0.000000	NE
cds_SP5448_00315	0	13	13	288	0.945000	U
cds_SP5448_00320	0	31	31	613	0.984000	U
cds_SP5448_00325	0	31	31	613	0.987000	U
cds_SP5448_00330	0	15	15	287	0.959000	U
cds_SP5448_00335	0	47	47	828	1.000000	E
cds_SP5448_00340	0	14	14	273	0.966000	U
cds_SP5448_00345	0	20	20	333	0.961000	U
cds_SP5448_00350	0	34	34	640	0.993000	E
cds_SP5448_00355	0	27	27	409	0.984000	U
cds_SP5448_00360	0	7	7	192	0.866000	U
cds_SP5448_00365	0	22	22	252	0.994000	E
cds_SP5448_00370	0	21	21	333	0.968000	U
cds_SP5448_00375	0	22	22	298	0.990000	U
cds_SP5448_00380	1	34	22	303	0.652000	U
cds_SP5448_00385	0	10	10	180	0.911000	U
cds_SP5448_00390	0	24	24	393	0.970000	U
cds_SP5448_00395	0	36	36	528	0.993000	E
cds_SP5448_00400	0	19	19	342	0.941000	U
cds_SP5448_00405	0	25	25	486	0.939000	U
cds_SP5448_00410	0	16	16	171	0.959000	U
cds_SP5448_00415	1	29	27	397	0.981000	U
cds_SP5448_00420	1	117	97	1135	1.000000	E
cds_SP5448_00425	2	46	34	424	0.980000	U
cds_SP5448_00430	1	15	13	169	0.818000	U
cds_SP5448_00435	0	9	9	109	-1.000000	S
cds_SP5448_00440	0	23	23	357	0.963000	U
cds_SP5448_00445	0	19	19	378	0.915000	U
cds_SP5448_00450	1	67	52	714	1.000000	E
cds_SP5448_00455	0	23	23	380	0.958000	U
cds_SP5448_00465	41	91	6	87	0.000000	NE
cds_SP5448_00470	0	2	2	59	-1.000000	S
cds_SP5448_00475	40	186	16	223	0.001000	NE
cds_SP5448_00480	4	11	2	10	-1.000000	S
cds_SP5448_00485	0	3	3	59	-1.000000	S
cds_SP5448_00490	1	4	3	14	-1.000000	S
cds_SP5448_00495	0	3	3	31	-1.000000	S
cds_SP5448_00500	1	5	3	46	-1.000000	S
cds_SP5448_00505	0	2	2	49	-1.000000	S
cds_SP5448_00510	3	5	1	2	-1.000000	S
cds_SP5448_00515	1	2	1	2	-1.000000	S
cds_SP5448_00520	0	3	3	30	-1.000000	S
cds_SP5448_00525	0	5	5	55	-1.000000	S
cds_SP5448_00530	1	2	1	2	-1.000000	S
cds_SP5448_00535	0	4	4	61	-1.000000	S
cds_SP5448_00540	0	2	2	4	-1.000000	S
cds_SP5448_00545	1	12	10	114	0.059000	U
cds_SP5448_00550	5	19	4	68	0.000000	NE
cds_SP5448_00555	3	14	10	149	0.007000	NE
cds_SP5448_00560	2	47	25	258	0.098000	U
cds_SP5448_00565	6	42	11	184	0.001000	NE
cds_SP5448_00570	10	69	12	84	0.001000	NE
cds_SP5448_00575	7	25	8	125	0.001000	NE
cds_SP5448_00580	1	76	75	1254	1.000000	E
cds_SP5448_00585	12	170	37	558	0.859000	U
cds_SP5448_00590	0	159	159	3545	1.000000	E
cds_SP5448_00595	2	187	111	2096	1.000000	E
cds_SP5448_00600	7	29	15	207	0.001000	NE
cds_SP5448_00605	15	73	13	152	0.001000	NE
cds_SP5448_00610	21	86	17	118	0.001000	NE
cds_SP5448_00615	7	26	7	75	0.000000	NE
cds_SP5448_00620	5	33	8	86	0.000000	NE
cds_SP5448_00625	4	23	15	170	0.014000	NE
cds_SP5448_00630	19	41	7	75	0.000000	NE
cds_SP5448_00635	15	28	4	43	0.000000	NE
cds_SP5448_00640	25	58	8	109	0.000000	NE
cds_SP5448_00645	2	77	63	880	1.000000	E
cds_SP5448_00650	8	26	6	60	0.000000	NE
cds_SP5448_00655	18	50	8	94	0.000000	NE
cds_SP5448_00660	10	62	17	245	0.001000	NE
cds_SP5448_00670	9	22	4	50	0.000000	NE
cds_SP5448_00675	6	25	10	119	0.001000	NE
cds_SP5448_00680	8	28	5	123	0.000000	NE
cds_SP5448_00685	10	32	12	155	0.001000	NE
cds_SP5448_00690	12	37	8	115	0.000000	NE
cds_SP5448_00695	10	43	8	83	0.000000	NE
cds_SP5448_00700	7	49	16	275	0.013000	NE
cds_SP5448_00705	28	115	11	155	0.001000	NE
cds_SP5448_00710	67	203	11	167	0.001000	NE
cds_SP5448_00715	11	56	13	119	0.001000	NE
cds_SP5448_00720	19	85	20	216	0.001000	NE
cds_SP5448_00725	13	66	14	179	0.001000	NE
cds_SP5448_00730	20	63	9	65	0.000000	NE
cds_SP5448_00735	28	84	14	224	0.001000	NE
cds_SP5448_00740	2	10	7	96	0.008000	NE
cds_SP5448_00745	8	20	4	31	0.000000	NE
cds_SP5448_00750	21	63	9	122	0.000000	NE
cds_SP5448_00755	17	65	12	127	0.001000	NE
cds_SP5448_00760	25	97	11	102	0.001000	NE
cds_SP5448_00765	23	68	8	74	0.000000	NE
cds_SP5448_00770	20	77	11	128	0.001000	NE
cds_SP5448_00775	10	41	9	217	0.001000	NE
cds_SP5448_00780	13	48	7	96	0.000000	NE
cds_SP5448_00785	20	59	7	76	0.000000	NE
cds_SP5448_00790	8	22	5	68	0.000000	NE
cds_SP5448_00795	18	76	9	159	0.000000	NE
cds_SP5448_00800	6	27	5	68	0.000000	NE
cds_SP5448_00805	52	168	9	67	0.000000	NE
cds_SP5448_00810	11	37	5	67	0.000000	NE
cds_SP5448_00815	12	38	5	91	0.000000	NE
cds_SP5448_00820	21	75	15	207	0.001000	NE
cds_SP5448_00825	10	26	5	62	0.000000	NE
cds_SP5448_00830	27	92	12	248	0.001000	NE
cds_SP5448_00835	34	95	9	147	0.000000	NE
cds_SP5448_00840	14	42	10	187	0.001000	NE
cds_SP5448_00845	25	75	9	110	0.000000	NE
cds_SP5448_00850	17	62	11	175	0.001000	NE
cds_SP5448_00855	20	71	15	330	0.070000	U
cds_SP5448_00860	12	57	15	328	0.107000	U
cds_SP5448_00865	2	23	21	517	0.878000	U
cds_SP5448_00870	31	97	9	142	0.000000	NE
cds_SP5448_00875	5	54	21	197	0.001000	NE
cds_SP5448_00880	41	126	10	161	0.000000	NE
cds_SP5448_00885	9	35	9	91	0.001000	NE
cds_SP5448_00890	3	15	6	93	0.000000	NE
cds_SP5448_00900	4	11	4	35	-1.000000	S
cds_SP5448_00905	25	78	8	113	0.000000	NE
cds_SP5448_00910	2	115	90	1898	1.000000	E
cds_SP5448_00915	14	71	14	237	0.001000	NE
cds_SP5448_00920	6	17	4	54	0.000000	NE
cds_SP5448_00925	8	33	8	124	0.000000	NE
cds_SP5448_00930	4	28	15	420	0.419000	U
cds_SP5448_00935	15	40	5	55	0.000000	NE
cds_SP5448_00940	10	32	10	224	0.001000	NE
cds_SP5448_00945	35	127	10	112	0.000000	NE
cds_SP5448_00950	23	74	11	122	0.001000	NE
cds_SP5448_00955	10	63	10	98	0.001000	NE
cds_SP5448_00960	27	106	11	213	0.001000	NE
cds_SP5448_00965	11	160	46	869	0.994000	E
cds_SP5448_00970	9	24	3	44	0.000000	NE
cds_SP5448_00975	6	34	8	106	0.000000	NE
cds_SP5448_00980	5	16	5	79	0.000000	NE
cds_SP5448_00985	45	128	11	105	0.001000	NE
cds_SP5448_00990	21	48	6	94	0.000000	NE
cds_SP5448_00995	4	8	3	93	-1.000000	S
cds_SP5448_01000	8	16	3	28	0.000000	NE
cds_SP5448_01005	21	49	5	38	0.000000	NE
cds_SP5448_01010	3	10	2	13	0.000000	NE
cds_SP5448_01015	18	76	10	169	0.001000	NE
cds_SP5448_01020	16	53	9	95	0.000000	NE
cds_SP5448_01025	18	58	8	131	0.000000	NE
cds_SP5448_01030	19	39	7	80	0.000000	NE
cds_SP5448_01035	19	74	8	60	0.000000	NE
cds_SP5448_01045	14	60	11	133	0.001000	NE
cds_SP5448_01050	3	18	7	163	0.000000	NE
cds_SP5448_01055	7	40	10	86	0.001000	NE
cds_SP5448_01060	10	45	10	178	0.001000	NE
cds_SP5448_01065	0	27	27	509	0.967000	U
cds_SP5448_01070	35	86	7	146	0.000000	NE
cds_SP5448_01075	35	80	8	114	0.000000	NE
cds_SP5448_01085	0	75	75	1341	1.000000	E
cds_SP5448_01090	46	128	9	93	0.000000	NE
cds_SP5448_01095	21	46	7	65	0.000000	NE
cds_SP5448_01100	13	32	11	125	0.001000	NE
cds_SP5448_01105	1	3	2	66	-1.000000	S
cds_SP5448_01115	14	57	14	199	0.001000	NE
cds_SP5448_01120	0	58	58	879	1.000000	E
cds_SP5448_01125	1	70	53	741	0.999000	E
cds_SP5448_01130	6	35	11	141	0.001000	NE
cds_SP5448_01135	20	115	30	558	0.698000	U
cds_SP5448_01140	21	105	27	539	0.523000	U
cds_SP5448_01145	8	40	9	154	0.001000	NE
cds_SP5448_01150	4	26	9	119	0.001000	NE
cds_SP5448_01155	19	75	7	93	0.000000	NE
cds_SP5448_01160	0	27	27	491	0.967000	U
cds_SP5448_01165	16	50	7	69	0.000000	NE
cds_SP5448_01170	3	80	55	1033	1.000000	E
cds_SP5448_01175	48	122	10	101	0.000000	NE
cds_SP5448_01180	53	131	9	76	0.000000	NE
cds_SP5448_01185	26	61	6	52	0.000000	NE
cds_SP5448_01190	0	19	19	347	0.944000	U
cds_SP5448_01195	4	47	22	394	0.591000	U
cds_SP5448_01200	2	48	28	609	0.903000	U
cds_SP5448_01205	0	11	11	126	-1.000000	S
cds_SP5448_01210	13	41	8	80	0.000000	NE
cds_SP5448_01215	18	67	13	208	0.001000	NE
cds_SP5448_01220	20	61	8	116	0.000000	NE
cds_SP5448_01225	14	50	8	161	0.000000	NE
cds_SP5448_01230	14	54	16	167	0.001000	NE
cds_SP5448_01235	20	68	10	155	0.001000	NE
cds_SP5448_01240	17	65	9	87	0.000000	NE
cds_SP5448_01245	20	53	6	128	0.000000	NE
cds_SP5448_01250	12	44	9	138	0.001000	NE
cds_SP5448_01255	9	35	7	104	0.000000	NE
cds_SP5448_01260	3	38	18	375	0.374000	U
cds_SP5448_01270	1	56	52	798	1.000000	E
cds_SP5448_01275	0	35	35	652	0.991000	E
cds_SP5448_01280	3	44	22	320	0.668000	U
cds_SP5448_01285	12	75	23	427	0.389000	U
cds_SP5448_01290	22	71	9	108	0.000000	NE
